,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,A.Edwards,Minnesota Timberwolves,Cleveland Cavaliers,0,42.22,19,3,5,1,1,0,.325,.259,.259,2.9,10.4,6.9,12.4,1.2,2.3,37.0,63,109,-11.8,30000008
1,J.McDaniels,Minnesota Timberwolves,Cleveland Cavaliers,0,39.34,13,2,5,0,0,1,.528,.500,.364,0.0,14.0,7.4,8.3,0.0,0.0,15.4,101,112,-3.8,30000008
2,R.Gobert,Minnesota Timberwolves,Cleveland Cavaliers,0,36.41,7,2,17,1,2,0,.444,.429,.000,13.4,39.1,27.0,8.3,1.4,5.4,12.3,94,99,-1.5,30000008
3,K.Anderson,Minnesota Timberwolves,Cleveland Cavaliers,0,35.21,10,5,3,1,0,0,.530,.556,.000,0.0,9.4,4.9,23.8,1.4,0.0,13.5,106,111,1.0,30000008
4,M.Conley,Minnesota Timberwolves,Cleveland Cavaliers,0,32.00,9,5,3,0,0,0,.393,.364,.455,3.9,6.9,5.5,25.6,0.0,0.0,17.8,91,115,-4.7,30000008
5,N.Reid,Minnesota Timberwolves,Cleveland Cavaliers,0,32.18,34,2,5,1,2,7,.790,.750,.611,0.0,17.1,9.0,14.5,1.6,6.1,31.9,144,104,24.3,30000008
6,N.Alexander-Walker,Minnesota Timberwolves,Cleveland Cavaliers,0,24.42,4,2,2,0,0,0,.250,.250,.375,0.0,8.9,4.7,12.4,0.0,0.0,14.8,63,114,-9.1,30000008
7,T.Warren,Minnesota Timberwolves,Cleveland Cavaliers,0,11.27,6,0,4,0,0,0,1.000,1.000,.000,10.8,28.9,20.3,0.0,0.0,0.0,16.0,132,108,1.1,30000008
8,J.McLaughlin,Minnesota Timberwolves,Cleveland Cavaliers,0,10.35,2,4,1,1,0,0,1.136,,,0.0,10.4,5.5,51.4,4.8,0.0,3.8,234,103,13.3,30000008
9,J.Allen,Cleveland Cavaliers,Minnesota Timberwolves,1,46.28,33,3,18,2,2,0,.584,.474,.000,11.9,34.5,22.6,12.3,2.2,3.6,28.8,128,94,9.2,30000008
10,D.Garland,Cleveland Cavaliers,Minnesota Timberwolves,1,44.13,34,8,4,0,0,2,.585,.538,.385,5.0,5.6,5.3,42.8,0.0,0.0,36.3,106,108,-0.8,30000008
11,I.Okoro,Cleveland Cavaliers,Minnesota Timberwolves,1,42.43,9,2,6,1,2,1,.712,.700,.200,2.6,14.4,8.2,7.2,1.2,3.9,6.8,153,100,1.8,30000008
12,G.Niang,Cleveland Cavaliers,Minnesota Timberwolves,1,35.45,16,4,6,1,2,4,.800,.800,.700,0.0,20.7,9.8,20.4,1.4,4.6,14.1,141,98,11.7,30000008
