,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,P.Siakam,Indiana Pacers,Boston Celtics,0,41.58,24,7,12,1,0,0,.522,.522,.087,9.5,24.2,17.4,23.4,1.1,0.0,25.4,114,119,1.4,50000000021
1,T.Haliburton,Indiana Pacers,Boston Celtics,0,40.28,25,10,3,3,1,6,.647,.611,.778,0.0,8.4,4.5,30.8,3.6,2.4,23.5,126,117,9.8,50000000021
2,A.Nesmith,Indiana Pacers,Boston Celtics,0,39.51,14,1,6,2,0,1,.563,.542,.417,10.0,8.5,9.2,3.0,2.4,0.0,18.6,87,121,-7.4,50000000021
3,M.Turner,Indiana Pacers,Boston Celtics,0,39.16,23,4,10,0,2,3,.829,.808,.308,3.4,25.8,15.5,13.2,0.0,5.0,19.4,125,119,6.8,50000000021
4,A.Nembhard,Indiana Pacers,Boston Celtics,0,34.47,12,7,3,0,0,2,.600,.600,.400,0.0,9.7,5.3,23.5,0.0,0.0,13.5,130,126,0.2,50000000021
5,T.McConnell,Indiana Pacers,Boston Celtics,0,24.35,13,4,3,1,0,0,.547,.545,.091,10.8,4.6,7.4,21.5,1.9,0.0,22.3,120,123,0.2,50000000021
6,O.Toppin,Indiana Pacers,Boston Celtics,0,21.44,15,2,4,1,0,1,.845,.813,.250,0.0,20.8,11.2,12.7,2.2,0.0,23.3,118,118,5.8,50000000021
7,B.Sheppard,Indiana Pacers,Boston Celtics,0,17.24,2,2,3,0,0,0,.250,.250,.750,7.6,13.0,10.5,12.2,0.0,0.0,14.7,63,125,-13.1,50000000021
8,I.Jackson,Indiana Pacers,Boston Celtics,0,4.00,0,0,0,0,1,0,,,,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0,116,1.6,50000000021
9,J.Smith,Indiana Pacers,Boston Celtics,0,0.57,0,1,0,0,0,0,,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,225,127,26.5,50000000021
10,J.Holiday,Boston Celtics,Indiana Pacers,1,48.19,28,8,7,3,0,4,.788,.750,.500,11.7,5.5,8.8,24.4,3.0,0.0,18.9,143,116,9.6,50000000021
11,J.Tatum,Boston Celtics,Indiana Pacers,1,45.32,36,4,12,3,0,2,.575,.500,.308,5.0,29.1,16.1,14.1,3.2,0.0,32.5,114,112,2.3,50000000021
12,J.Brown,Boston Celtics,Indiana Pacers,1,44.25,26,5,7,3,1,1,.553,.525,.200,2.5,17.9,9.6,17.0,3.2,1.9,25.1,110,112,2.3,50000000021
13,D.White,Boston Celtics,Indiana Pacers,1,42.03,15,9,6,2,1,3,.540,.500,.615,5.4,12.6,8.7,27.9,2.3,2.0,15.9,125,115,4.0,50000000021
14,A.Horford,Boston Celtics,Indiana Pacers,1,39.35,15,1,6,0,3,3,.460,.433,.800,5.7,13.4,9.2,3.3,0.0,6.3,17.3,109,117,-2.3,50000000021
15,P.Pritchard,Boston Celtics,Indiana Pacers,1,22.34,8,2,0,0,0,2,1.000,1.000,.750,0.0,0.0,0.0,11.8,0.0,0.0,7.4,200,124,2.7,50000000021
16,L.Kornet,Boston Celtics,Indiana Pacers,1,13.25,5,1,4,0,0,0,.727,.667,.000,8.4,29.6,18.2,10.1,0.0,0.0,10.8,166,119,3.5,50000000021
17,S.Hauser,Boston Celtics,Indiana Pacers,1,9.07,0,0,1,0,0,0,.000,.000,1.000,0.0,14.5,6.7,0.0,0.0,0.0,13.8,0,121,-22.3,50000000021
