,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,J.Randle,New York Knicks,Brooklyn Nets,0,36.57,30,7,9,0,0,2,.666,.579,.105,6.8,20.7,14.3,33.7,0.0,0.0,32.1,129,115,6.9,1000023
1,J.Brunson,New York Knicks,Brooklyn Nets,0,35.47,30,4,3,0,0,2,.598,.545,.318,0.0,9.1,4.9,21.3,0.0,0.0,33.8,123,120,0.9,1000023
2,O.Anunoby,New York Knicks,Brooklyn Nets,0,33.27,10,1,5,4,2,0,.512,.375,.125,3.8,13.0,8.7,4.0,6.2,5.4,17.1,91,100,-0.4,1000023
3,J.Sims,New York Knicks,Brooklyn Nets,0,26.33,6,2,4,0,4,0,.750,.750,.000,9.5,8.2,8.8,10.5,0.0,13.6,6.7,173,112,6.2,1000023
4,D.DiVincenzo,New York Knicks,Brooklyn Nets,0,25.18,11,0,5,1,0,3,.550,.550,.800,5.0,17.2,11.6,0.0,2.0,0.0,23.0,87,112,-5.8,1000023
5,J.Hart,New York Knicks,Brooklyn Nets,0,28.14,2,1,5,2,1,0,.143,.143,.429,4.5,15.5,10.4,4.4,3.7,3.2,12.7,46,107,-9.0,1000023
6,P.Achiuwa,New York Knicks,Brooklyn Nets,0,21.27,6,2,9,0,0,0,.500,.500,.167,23.6,25.4,24.6,13.4,0.0,0.0,12.5,140,113,0.2,1000023
7,Q.Grimes,New York Knicks,Brooklyn Nets,0,20.04,5,2,1,1,0,1,.500,.500,.800,0.0,5.4,2.9,13.6,2.6,0.0,11.1,123,115,-2.0,1000023
8,M.McBride,New York Knicks,Brooklyn Nets,0,12.13,8,2,1,0,1,2,.800,.800,.600,0.0,8.9,4.8,27.9,0.0,7.4,18.3,172,115,15.1,1000023
9,N.Claxton,Brooklyn Nets,New York Knicks,1,38.42,8,1,17,2,1,0,.444,.444,.000,16.9,35.9,25.7,3.3,2.7,2.2,13.5,91,108,-5.4,1000023
10,D.Finney-Smith,Brooklyn Nets,New York Knicks,1,36.49,5,7,2,1,1,1,.250,.250,.700,5.9,0.0,3.2,23.2,1.4,2.3,14.2,84,121,-5.6,1000023
11,M.Bridges,Brooklyn Nets,New York Knicks,1,36.41,36,5,5,1,0,7,.670,.673,.500,0.0,17.2,8.0,27.6,1.4,0.0,31.9,141,118,16.6,1000023
12,C.Johnson,Brooklyn Nets,New York Knicks,1,25.24,19,2,5,0,0,4,.658,.643,.429,8.6,14.9,11.5,13.1,0.0,0.0,24.8,142,122,9.3,1000023
13,S.Dinwiddie,Brooklyn Nets,New York Knicks,1,18.34,0,4,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,24.6,0.0,0.0,11.7,50,126,-16.7,1000023
