,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Paul George,Los Angeles Clippers,Brooklyn Nets,0,39.06,24,1,7,3,1,2,.510,.400,.500,2.7,13.6,8.6,4.5,3.8,2.4,29.1,98,100,2.2
1,James Harden,Los Angeles Clippers,Brooklyn Nets,0,35.57,12,5,8,2,0,2,.607,.556,.556,0.0,19.8,10.7,21.8,2.8,0.0,17.8,88,102,-2.0
2,Kawhi Leonard,Los Angeles Clippers,Brooklyn Nets,0,35.56,17,2,6,2,1,1,.504,.469,.375,0.0,14.8,8.0,10.0,2.8,2.6,21.4,102,102,1.9
3,Russell Westbrook,Los Angeles Clippers,Brooklyn Nets,0,31.16,13,8,7,0,0,1,.361,.361,.278,10.0,11.4,10.7,45.8,0.0,0.0,26.1,95,112,0.9
4,Ivica Zubac,Los Angeles Clippers,Brooklyn Nets,0,29.20,10,1,10,0,3,0,.556,.556,.000,10.7,21.2,16.4,5.9,0.0,9.6,14.6,111,102,-1.2
5,Norman Powell,Los Angeles Clippers,Brooklyn Nets,0,22.29,10,1,1,2,2,2,.625,.625,.625,0.0,4.0,2.1,7.8,4.4,8.4,17.2,109,100,7.8
6,P.J. Tucker,Los Angeles Clippers,Brooklyn Nets,0,20.48,3,3,6,1,1,0,.436,.333,.333,15.1,12.8,13.8,20.5,2.4,4.5,7.1,139,103,4.9
7,Terance Mann,Los Angeles Clippers,Brooklyn Nets,0,19.21,0,1,4,0,0,0,.000,.000,1.000,0.0,18.4,9.9,6.9,0.0,0.0,8.9,13,109,-14.4
8,Bones Hyland,Los Angeles Clippers,Brooklyn Nets,0,5.47,4,0,2,0,0,0,.333,.333,.333,18.0,15.4,16.6,0.0,0.0,0.0,52.0,64,110,-16.8
9,Dorian Finney-Smith,Brooklyn Nets,Los Angeles Clippers,1,35.17,12,2,9,1,3,4,.545,.545,.727,7.6,17.7,12.2,8.6,1.4,7.4,13.4,128,95,6.8
10,Mikal Bridges,Brooklyn Nets,Los Angeles Clippers,1,34.06,10,7,8,2,2,1,.421,.409,.364,2.6,21.4,11.3,31.4,2.9,5.1,18.7,92,92,3.0
