,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,V.Williams,Memphis Grizzlies,Brooklyn Nets,0,33.57,11,6,5,2,0,1,.463,.409,.364,3.9,12.0,8.5,26.2,3.1,0.0,17.9,114,110,-0.5,30000004
1,S.Aldama,Memphis Grizzlies,Brooklyn Nets,0,31.44,12,4,5,0,0,2,.545,.545,.545,4.2,12.9,9.1,19.9,0.0,0.0,17.9,115,117,-1.5,30000004
2,J.Konchar,Memphis Grizzlies,Brooklyn Nets,0,30.41,9,4,8,1,0,1,.945,.833,.333,8.7,20.0,15.1,17.9,1.7,0.0,9.6,152,110,4.8,30000004
3,L.Kennard,Memphis Grizzlies,Brooklyn Nets,0,26.48,25,7,2,0,0,6,1.015,1.000,.818,0.0,7.6,4.3,53.0,0.0,0.0,28.3,142,119,18.6,30000004
4,T.Jemison,Memphis Grizzlies,Brooklyn Nets,0,18.49,10,0,7,0,1,0,.833,.833,.000,7.1,32.6,21.5,0.0,0.0,6.9,16.3,134,103,-1.3,30000004
5,J.LaRavia,Memphis Grizzlies,Brooklyn Nets,0,28.38,14,3,10,2,0,0,.451,.333,.333,18.6,21.4,20.2,16.1,3.7,0.0,28.3,104,104,-4.9,30000004
6,L.Stevens,Memphis Grizzlies,Brooklyn Nets,0,24.11,13,1,6,0,1,0,.488,.500,.250,11.0,16.9,14.3,7.6,0.0,5.4,24.1,118,112,-3.4,30000004
7,G.Jackson,Memphis Grizzlies,Brooklyn Nets,0,24.02,7,1,2,0,1,1,.354,.278,.444,5.5,4.2,4.8,5.9,0.0,5.4,21.6,81,117,-12.5,30000004
8,M.Hurt,Memphis Grizzlies,Brooklyn Nets,0,21.10,5,0,5,1,0,1,.357,.357,.857,18.9,9.6,13.7,0.0,2.5,0.0,16.5,91,112,-8.9,30000004
9,M.Bridges,Brooklyn Nets,Memphis Grizzlies,1,39.03,14,5,5,2,0,2,.390,.357,.571,2.6,13.7,7.4,20.4,2.7,0.0,24.5,84,117,-8.9,30000004
10,D.Schroder,Brooklyn Nets,Memphis Grizzlies,1,37.22,13,9,2,1,0,2,.454,.462,.538,5.5,0.0,3.1,40.5,1.4,0.0,17.5,126,126,-1.1,30000004
11,C.Johnson,Brooklyn Nets,Memphis Grizzlies,1,36.59,18,3,5,2,1,3,.537,.500,.667,0.0,18.0,7.8,14.3,2.9,2.9,24.4,97,114,-4.2,30000004
12,D.Finney-Smith,Brooklyn Nets,Memphis Grizzlies,1,36.31,9,5,5,1,1,3,.563,.563,.750,11.2,3.7,7.9,21.2,1.5,2.9,13.7,109,123,-2.7,30000004
13,N.Claxton,Brooklyn Nets,Memphis Grizzlies,1,33.27,21,2,6,0,1,0,.777,.800,.000,3.1,19.9,10.4,12.2,0.0,3.2,19.8,146,120,2.9,30000004
14,D.Smith,Brooklyn Nets,Memphis Grizzlies,1,17.14,5,0,1,2,1,1,.500,.500,.600,5.9,0.0,3.4,0.0,6.1,6.2,15.9,86,113,-1.6,30000004
15,D.Sharpe,Brooklyn Nets,Memphis Grizzlies,1,13.55,4,1,3,1,0,0,.420,.333,.333,7.3,19.2,12.5,10.9,3.8,0.0,18.9,89,112,-8.8,30000004
16,L.Walker,Brooklyn Nets,Memphis Grizzlies,1,13.42,13,1,1,1,2,3,.650,.650,.600,0.0,9.7,4.2,20.0,3.9,15.6,33.3,125,110,17.9,30000004
17,J.Wilson,Brooklyn Nets,Memphis Grizzlies,1,11.47,5,1,5,0,0,1,1.330,1.500,1.000,17.3,33.9,24.5,13.2,0.0,0.0,11.2,167,115,3.8,30000004
18,S.Gilgeous-Alexander,Oklahoma City Thunder,Los Angeles Lakers,0,29.36,20,4,7,4,2,1,.590,.423,.154,5.8,21.9,12.2,22.5,6.7,7.1,30.6,110,106,8.6,30000004
19,J.Giddey,Oklahoma City Thunder,Los Angeles Lakers,0,28.49,13,4,5,1,1,1,.650,.650,.200,5.9,13.5,9.0,24.7,1.7,3.6,19.5,110,122,0.5,30000004
20,C.Holmgren,Oklahoma City Thunder,Los Angeles Lakers,0,28.10,15,1,7,0,1,2,.519,.500,.429,9.1,18.4,12.8,6.4,0.0,3.7,22.2,117,125,-1.0,30000004
21,J.Williams,Oklahoma City Thunder,Los Angeles Lakers,0,26.09,7,3,2,1,0,1,.354,.278,.333,0.0,9.9,3.9,16.5,1.9,0.0,18.0,82,124,-10.5,30000004
22,L.Dort,Oklahoma City Thunder,Los Angeles Lakers,0,23.41,15,2,2,1,0,5,.833,.833,.778,3.6,5.5,4.4,15.1,2.1,0.0,16.4,166,125,10.4,30000004
23,C.Wallace,Oklahoma City Thunder,Los Angeles Lakers,0,22.02,7,1,4,3,0,1,.438,.438,.500,7.8,11.8,9.4,7.2,6.8,0.0,17.7,93,113,-1.0,30000004
24,A.Wiggins,Oklahoma City Thunder,Los Angeles Lakers,0,16.28,12,1,1,1,1,2,.676,.625,.375,5.2,0.0,3.1,11.5,3.0,6.3,25.9,125,121,8.4,30000004
25,G.Hayward,Oklahoma City Thunder,Los Angeles Lakers,0,14.29,2,2,1,0,0,0,.200,.200,.200,0.0,9.0,3.6,19.7,0.0,0.0,14.9,65,129,-13.9,30000004
26,I.Joe,Oklahoma City Thunder,Los Angeles Lakers,0,13.41,0,0,2,0,1,0,.000,.000,.750,0.0,19.0,7.5,0.0,0.0,7.6,12.6,0,123,-17.8,30000004
27,M.Muscala,Oklahoma City Thunder,Los Angeles Lakers,0,11.29,5,0,3,0,0,1,.500,.500,.600,0.0,33.9,13.5,0.0,0.0,0.0,18.8,100,122,-5.0,30000004
28,K.Williams,Oklahoma City Thunder,Los Angeles Lakers,0,9.11,2,2,1,0,0,0,.250,.250,.500,9.3,0.0,5.6,32.9,0.0,0.0,18.8,90,131,-9.3,30000004
29,B.Biyombo,Oklahoma City Thunder,Los Angeles Lakers,0,6.38,0,0,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,129,-27.4,30000004
30,L.Waters,Oklahoma City Thunder,Los Angeles Lakers,0,5.17,3,2,3,1,0,1,.500,.500,1.000,16.2,49.1,29.3,65.1,9.4,0.0,24.5,140,96,28.4,30000004
31,O.Sarr,Oklahoma City Thunder,Los Angeles Lakers,0,4.20,3,0,0,0,1,0,.798,1.000,.000,0.0,0.0,0.0,0.0,0.0,24.1,18.8,155,119,5.9,30000004
32,D.Russell,Los Angeles Lakers,Oklahoma City Thunder,1,33.30,26,3,6,4,1,5,.677,.676,.647,3.9,12.8,9.2,15.3,5.9,2.6,28.7,122,99,10.1,30000004
33,L.James,Los Angeles Lakers,Oklahoma City Thunder,1,30.59,19,8,11,1,0,1,.586,.536,.214,4.2,27.7,18.3,41.1,1.6,0.0,26.8,125,104,4.3,30000004
34,A.Davis,Los Angeles Lakers,Oklahoma City Thunder,1,30.13,24,4,12,1,3,0,.713,.583,.000,17.2,22.7,20.5,21.3,1.6,8.7,27.0,149,100,12.6,30000004
35,A.Reaves,Los Angeles Lakers,Oklahoma City Thunder,1,29.07,16,7,6,1,0,4,1.000,1.000,.625,4.5,14.7,10.6,37.1,1.7,0.0,19.3,125,110,8.3,30000004
36,R.Hachimura,Los Angeles Lakers,Oklahoma City Thunder,1,21.34,7,1,1,0,0,1,.394,.438,.375,6.0,0.0,2.4,6.5,0.0,0.0,21.8,76,121,-16.0,30000004
37,S.Dinwiddie,Los Angeles Lakers,Oklahoma City Thunder,1,24.17,2,3,2,0,1,0,.250,.250,.500,0.0,7.1,4.3,15.2,0.0,3.6,8.9,81,115,-6.7,30000004
38,T.Prince,Los Angeles Lakers,Oklahoma City Thunder,1,21.51,14,1,6,0,1,4,1.000,1.000,.857,0.0,23.5,14.2,7.3,0.0,4.0,15.8,155,107,9.5,30000004
39,J.Hayes,Los Angeles Lakers,Oklahoma City Thunder,1,17.47,4,2,6,1,1,0,.667,.667,.333,29.2,9.6,17.4,15.2,2.8,4.9,9.7,144,106,6.6,30000004
40,C.Reddish,Los Angeles Lakers,Oklahoma City Thunder,1,13.00,0,0,2,0,0,0,.000,.000,.000,0.0,13.2,7.9,0.0,0.0,0.0,3.3,0,115,-10.2,30000004
41,M.Christie,Los Angeles Lakers,Oklahoma City Thunder,1,5.17,3,0,1,0,0,1,.750,.750,.500,0.0,16.2,9.8,0.0,0.0,0.0,16.4,146,113,4.7,30000004
42,J.Hood-Schifino,Los Angeles Lakers,Oklahoma City Thunder,1,5.17,1,0,1,0,0,0,.129,.000,.333,0.0,16.2,9.8,0.0,0.0,0.0,31.8,34,113,-33.3,30000004
43,H.Giles,Los Angeles Lakers,Oklahoma City Thunder,1,3.34,0,0,1,0,0,0,.000,.000,1.000,0.0,24.0,14.5,0.0,0.0,0.0,12.1,0,110,-17.5,30000004
44,M.Lewis,Los Angeles Lakers,Oklahoma City Thunder,1,3.34,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0,120,-37.7,30000004
45,K.Leonard,Los Angeles Clippers,Milwaukee Bucks,0,37.17,16,5,4,4,1,2,.394,.368,.421,0.0,12.9,6.1,22.0,5.3,3.2,25.4,86,109,0.3,30000004
46,J.Harden,Los Angeles Clippers,Milwaukee Bucks,0,37.12,29,8,4,0,1,5,.726,.719,.625,0.0,12.9,6.1,40.7,0.0,3.2,27.4,131,122,10.1,30000004
47,P.George,Los Angeles Clippers,Milwaukee Bucks,0,36.07,29,1,5,2,0,6,.722,.765,.588,3.0,13.3,7.9,5.6,2.7,0.0,28.4,113,117,5.7,30000004
48,I.Zubac,Los Angeles Clippers,Milwaukee Bucks,0,23.41,6,4,11,0,0,0,.615,.500,.000,18.4,35.5,26.5,24.6,0.0,0.0,12.9,128,120,0.1,30000004
49,T.Mann,Los Angeles Clippers,Milwaukee Bucks,0,19.13,4,1,3,0,0,0,.410,.250,.000,0.0,18.7,8.9,7.2,0.0,0.0,13.6,78,123,-12.0,30000004
50,N.Powell,Los Angeles Clippers,Milwaukee Bucks,0,34.17,6,3,3,2,1,1,.338,.313,.750,0.0,10.5,5.0,12.3,2.9,3.5,12.8,75,115,-5.4,30000004
51,A.Coffey,Los Angeles Clippers,Milwaukee Bucks,0,26.07,4,1,1,1,0,0,.333,.333,.333,0.0,4.6,2.2,5.5,1.9,0.0,11.9,62,121,-10.6,30000004
52,D.Theis,Los Angeles Clippers,Milwaukee Bucks,0,15.19,7,1,6,0,0,1,.583,.583,.333,0.0,47.0,22.4,11.4,0.0,0.0,17.4,114,118,3.0,30000004
53,B.Hyland,Los Angeles Clippers,Milwaukee Bucks,0,10.47,5,1,1,0,0,1,.625,.625,.500,0.0,11.1,5.3,15.8,0.0,0.0,20.6,96,124,-5.3,30000004
54,D.Lillard,Milwaukee Bucks,Los Angeles Clippers,1,41.31,41,4,4,1,0,4,.740,.636,.409,0.0,10.5,5.5,20.0,1.2,0.0,36.2,134,112,6.3,30000004
55,P.Beverley,Milwaukee Bucks,Los Angeles Clippers,1,34.21,12,2,9,4,1,3,.575,.550,.700,3.5,25.4,15.0,8.9,5.8,3.2,17.2,105,97,4.9,30000004
56,B.Lopez,Milwaukee Bucks,Los Angeles Clippers,1,30.45,6,3,6,0,2,1,.452,.375,.500,3.9,17.7,11.1,13.2,0.0,7.1,10.2,122,108,-0.3,30000004
57,M.Beasley,Milwaukee Bucks,Los Angeles Clippers,1,29.10,5,2,4,3,0,1,.227,.227,.636,4.1,11.2,7.8,9.8,5.1,0.0,19.5,61,102,-10.7,30000004
58,J.Crowder,Milwaukee Bucks,Los Angeles Clippers,1,18.03,3,1,2,0,0,1,.375,.375,.750,13.3,0.0,6.3,7.7,0.0,0.0,10.5,116,116,-4.9,30000004
59,B.Portis,Milwaukee Bucks,Los Angeles Clippers,1,29.57,28,2,16,0,0,2,.742,.722,.167,4.0,54.6,30.5,18.0,0.0,0.0,31.4,140,108,9.2,30000004
60,A.Green,Milwaukee Bucks,Los Angeles Clippers,1,22.17,6,3,2,0,0,2,.750,.750,1.000,0.0,9.8,5.1,19.8,0.0,0.0,10.6,132,115,1.4,30000004
61,P.Connaughton,Milwaukee Bucks,Los Angeles Clippers,1,17.22,8,0,1,0,0,1,.840,.833,.667,0.0,6.3,3.3,0.0,0.0,0.0,15.7,134,115,-2.0,30000004
62,D.Gallinari,Milwaukee Bucks,Los Angeles Clippers,1,16.34,4,3,2,0,0,0,.694,.500,.500,7.2,6.6,6.9,25.5,0.0,0.0,11.1,140,115,0.5,30000004
63,A.Simons,Portland Trail Blazers,Minnesota Timberwolves,0,43.01,34,14,5,0,0,5,.622,.596,.500,0.0,13.6,6.9,51.2,0.0,0.0,31.8,131,131,6.6,30000004
64,D.Reath,Portland Trail Blazers,Minnesota Timberwolves,0,38.55,26,1,3,1,1,5,.874,.893,.429,6.2,3.0,4.6,3.8,1.3,2.4,20.1,137,129,4.9,30000004
65,K.Murray,Portland Trail Blazers,Minnesota Timberwolves,0,35.03,14,2,5,1,1,1,.612,.591,.455,13.7,3.3,8.5,7.4,1.5,2.7,14.3,147,129,2.9,30000004
66,D.Banton,Portland Trail Blazers,Minnesota Timberwolves,0,33.17,18,4,7,0,0,1,.405,.375,.300,10.8,14.1,12.5,16.5,0.0,0.0,30.5,102,131,-8.0,30000004
67,J.Walker,Portland Trail Blazers,Minnesota Timberwolves,0,28.23,4,1,8,0,0,0,.222,.222,.333,4.2,28.9,16.7,4.1,0.0,0.0,13.9,68,126,-15.5,30000004
68,R.Rupert,Portland Trail Blazers,Minnesota Timberwolves,0,23.22,13,0,6,0,0,3,.929,.929,.429,5.1,25.1,15.2,0.0,0.0,0.0,15.0,150,127,2.8,30000004
69,A.Hagans,Portland Trail Blazers,Minnesota Timberwolves,0,19.42,0,4,3,3,0,0,.000,.000,.000,0.0,17.8,9.0,21.7,7.8,0.0,8.9,54,112,-5.1,30000004
