,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,J.Tatum,Boston Celtics,Atlanta Hawks,0,45.14,31,6,13,0,0,2,.559,.455,.318,7.8,23.0,15.9,20.4,0.0,0.0,30.2,121,122,1.4,300000028
1,D.White,Boston Celtics,Atlanta Hawks,0,41.00,22,5,7,1,0,5,.962,.955,.545,5.7,12.7,9.4,18.6,1.3,0.0,16.2,149,123,7.6,300000028
2,K.Porzingis,Boston Celtics,Atlanta Hawks,0,40.37,20,2,7,1,3,2,.469,.450,.350,5.8,12.8,9.5,7.6,1.3,6.5,27.5,90,119,-5.3,300000028
3,J.Brown,Boston Celtics,Atlanta Hawks,0,38.49,18,4,1,2,2,0,.529,.529,.176,0.0,2.7,1.4,16.7,2.7,4.6,23.7,95,121,-2.6,300000028
4,J.Holiday,Boston Celtics,Atlanta Hawks,0,36.32,13,5,7,1,1,3,.591,.591,.545,3.2,17.1,10.6,19.2,1.4,2.4,13.8,135,119,4.8,300000028
5,S.Hauser,Boston Celtics,Atlanta Hawks,0,22.31,8,3,2,0,0,2,.667,.667,.667,0.0,9.2,4.9,18.6,0.0,0.0,12.3,145,127,2.8,300000028
6,P.Pritchard,Boston Celtics,Atlanta Hawks,0,18.44,4,2,1,1,0,0,.515,.333,.333,0.0,5.5,2.9,13.4,2.8,0.0,12.0,102,122,-4.9,300000028
7,L.Kornet,Boston Celtics,Atlanta Hawks,0,13.01,4,0,3,1,0,0,1.064,1.000,.000,9.0,16.0,12.7,0.0,4.0,0.0,6.6,228,115,5.2,300000028
8,X.Tillman,Boston Celtics,Atlanta Hawks,0,8.32,2,1,2,0,0,0,.333,.333,.667,0.0,24.4,12.9,16.0,0.0,0.0,16.2,86,121,-6.2,300000028
9,D.Murray,Atlanta Hawks,Boston Celtics,1,46.48,44,7,7,2,1,6,.490,.477,.432,0.0,17.6,8.3,25.9,2.2,2.0,45.4,110,116,4.0,300000028
