,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,M.Bridges,Brooklyn Nets,Cleveland Cavaliers,0,38.32,26,1,6,1,0,2,.548,.389,.333,0.0,17.0,8.5,4.2,1.3,0.0,31.3,100,114,-1.6,1000011
1,N.Claxton,Brooklyn Nets,Cleveland Cavaliers,0,33.16,13,1,11,1,0,0,.658,.667,.000,9.8,26.2,18.0,5.1,1.5,0.0,18.2,99,110,-1.6,1000011
2,C.Johnson,Brooklyn Nets,Cleveland Cavaliers,0,23.16,3,1,2,1,0,1,.190,.214,.714,4.7,4.7,4.7,5.9,2.1,0.0,20.3,39,117,-15.2,1000011
3,S.Dinwiddie,Brooklyn Nets,Cleveland Cavaliers,0,15.35,2,3,2,0,0,0,.333,.333,.667,0.0,14.0,7.0,27.2,0.0,0.0,8.4,106,118,-4.2,1000011
4,D.Finney-Smith,Brooklyn Nets,Cleveland Cavaliers,0,14.14,0,0,0,0,1,0,.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,8.9,6.1,0,120,-11.0,1000011
5,C.Thomas,Brooklyn Nets,Cleveland Cavaliers,0,34.30,26,2,6,0,1,1,.503,.452,.238,0.0,19.0,9.5,11.4,0.0,3.7,32.6,109,115,2.2,1000011
6,L.Walker,Brooklyn Nets,Cleveland Cavaliers,0,24.59,20,2,3,1,1,4,.833,.833,.417,4.4,8.7,6.5,17.8,2.0,5.1,22.6,150,114,18.1,1000011
7,D.Smith,Brooklyn Nets,Cleveland Cavaliers,0,22.43,2,5,4,0,1,0,.500,.500,.000,4.8,14.4,9.6,30.3,0.0,5.6,5.7,122,116,2.4,1000011
8,R.O'Neale,Brooklyn Nets,Cleveland Cavaliers,0,17.16,0,1,2,0,0,0,.000,.000,1.000,0.0,12.6,6.3,7.5,0.0,0.0,7.6,19,119,-11.3,1000011
9,T.Watford,Brooklyn Nets,Cleveland Cavaliers,0,12.39,8,1,4,1,0,0,.800,.800,.200,17.2,17.2,17.2,17.4,3.9,0.0,17.2,169,107,9.4,1000011
10,H.Giles,Brooklyn Nets,Cleveland Cavaliers,0,3.00,2,1,1,0,0,0,.500,.500,.000,36.4,0.0,18.2,76.2,0.0,0.0,43.5,94,124,1.8,1000011
11,D.Mitchell,Cleveland Cavaliers,Brooklyn Nets,1,40.37,45,6,12,4,0,4,.630,.567,.400,5.4,26.9,16.1,49.7,4.8,0.0,45.1,116,98,14.5,1000011
12,J.Allen,Cleveland Cavaliers,Brooklyn Nets,1,38.04,12,4,12,2,4,0,.785,.600,.000,8.6,25.8,17.2,17.9,2.6,9.2,9.7,165,96,8.0,1000011
13,I.Okoro,Cleveland Cavaliers,Brooklyn Nets,1,34.39,12,0,4,0,0,2,.466,.417,.417,9.4,3.1,6.3,0.0,0.0,0.0,17.2,104,113,-7.6,1000011
14,D.Wade,Cleveland Cavaliers,Brooklyn Nets,1,27.00,4,2,1,2,0,0,.725,.000,1.000,0.0,4.0,2.0,11.1,3.6,0.0,4.4,181,105,0.2,1000011
15,M.Strus,Cleveland Cavaliers,Brooklyn Nets,1,6.45,0,0,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0,115,-19.2,1000011
16,C.LeVert,Cleveland Cavaliers,Brooklyn Nets,1,34.46,21,1,3,1,2,3,.545,.464,.643,0.0,9.4,4.7,5.5,1.4,5.0,25.0,114,106,2.2,1000011
17,S.Merrill,Cleveland Cavaliers,Brooklyn Nets,1,31.52,6,1,9,1,0,2,.250,.250,.917,6.8,24.0,15.4,5.2,1.5,0.0,16.2,74,106,-7.9,1000011
18,G.Niang,Cleveland Cavaliers,Brooklyn Nets,1,16.21,10,2,4,0,0,2,.727,.667,.667,6.7,20.0,13.3,25.3,0.0,0.0,18.0,165,109,8.9,1000011
19,T.Thompson,Cleveland Cavaliers,Brooklyn Nets,1,9.56,1,0,2,1,0,0,.284,,,11.0,11.0,11.0,0.0,5.0,0.0,11.9,56,100,-13.2,1000011
