,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,D.Bane,Memphis Grizzlies,Dallas Mavericks,0,39.17,32,4,9,0,0,2,.517,.444,.333,5.7,19.4,12.6,16.0,0.0,0.0,34.6,123,112,-2.4,100009
1,V.Williams,Memphis Grizzlies,Dallas Mavericks,0,29.37,6,6,6,3,0,2,.375,.375,.625,7.5,14.7,11.2,23.9,5.1,0.0,15.3,97,101,-0.6,100009
2,L.Kennard,Memphis Grizzlies,Dallas Mavericks,0,23.03,14,4,5,1,0,3,.941,.929,.571,4.8,18.9,12.0,24.8,2.2,0.0,16.9,154,107,11.7,100009
3,M.Smart,Memphis Grizzlies,Dallas Mavericks,0,21.08,23,1,4,2,0,4,.700,.688,.500,0.0,20.6,10.4,9.6,4.8,0.0,34.1,139,101,15.7,100009
4,B.Biyombo,Memphis Grizzlies,Dallas Mavericks,0,18.09,2,4,2,0,0,0,.500,.500,.000,6.2,6.0,6.1,25.6,0.0,0.0,9.1,99,115,-2.6,100009
5,X.Tillman,Memphis Grizzlies,Dallas Mavericks,0,27.48,14,2,11,0,2,0,.651,.667,.111,24.1,19.6,21.8,10.3,0.0,6.3,20.4,120,107,1.2,100009
6,Z.Williams,Memphis Grizzlies,Dallas Mavericks,0,26.35,14,0,4,1,0,2,.778,.778,.556,4.2,12.3,8.3,0.0,1.9,0.0,15.5,142,109,2.8,100009
7,D.Roddy,Memphis Grizzlies,Dallas Mavericks,0,25.11,11,3,5,0,0,1,.628,.500,.286,8.9,13.0,11.0,14.9,0.0,0.0,17.6,130,113,-1.2,100009
8,J.Konchar,Memphis Grizzlies,Dallas Mavericks,0,25.06,4,3,7,0,1,0,.515,.333,.667,13.3,17.4,15.4,13.6,0.0,3.5,6.4,167,110,3.2,100009
9,G.Jackson,Memphis Grizzlies,Dallas Mavericks,0,2.03,0,0,0,0,0,0,.000,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,40.3,0,116,-52.4,100009
