,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,K.Dunn,Utah Jazz,Boston Celtics,0,25.49,2,5,5,3,1,0,.143,.143,.143,5.9,11.2,8.2,28.9,5.2,4.5,11.7,63,109,-3.1,100005
1,S.Fontecchio,Utah Jazz,Boston Celtics,0,24.49,7,3,4,1,0,2,.444,.429,.714,3.1,11.6,6.8,19.3,1.8,0.0,15.1,84,119,-3.5,100005
2,L.Markkanen,Utah Jazz,Boston Celtics,0,23.24,17,5,5,0,0,2,.504,.500,.438,13.0,4.1,9.1,52.2,0.0,0.0,27.3,118,126,10.5,100005
3,J.Collins,Utah Jazz,Boston Celtics,0,21.55,12,2,11,0,1,0,.644,.625,.125,0.0,48.2,21.3,19.0,0.0,5.3,19.5,105,111,1.1,100005
4,C.Sexton,Utah Jazz,Boston Celtics,0,20.28,13,3,1,3,0,0,.488,.417,.250,0.0,4.7,2.1,31.6,6.5,0.0,30.1,86,110,2.4,100005
5,O.Agbaji,Utah Jazz,Boston Celtics,0,21.49,5,1,4,0,0,0,.460,.400,.600,3.5,13.2,7.8,7.4,0.0,0.0,12.9,76,123,-11.4,100005
6,K.George,Utah Jazz,Boston Celtics,0,20.21,12,1,4,0,0,2,.551,.500,.700,3.7,14.2,8.3,9.6,0.0,0.0,22.1,106,123,0.3,100005
7,J.Clarkson,Utah Jazz,Boston Celtics,0,17.22,2,2,2,1,0,0,.143,.143,.286,4.4,5.5,4.9,17.7,2.6,0.0,23.9,31,119,-19.1,100005
8,W.Kessler,Utah Jazz,Boston Celtics,0,14.05,4,0,7,0,0,0,.667,.667,.000,5.4,40.9,21.1,0.0,0.0,0.0,8.1,138,116,-3.1,100005
9,K.Olynyk,Utah Jazz,Boston Celtics,0,13.58,6,1,1,1,0,0,.543,.000,.500,0.0,6.9,3.0,10.1,3.2,0.0,14.9,129,117,-2.1,100005
10,T.Horton-Tucker,Utah Jazz,Boston Celtics,0,12.00,11,0,1,2,0,0,.435,.400,.100,0.0,8.0,3.5,0.0,7.4,0.0,39.8,91,107,5.8,100005
11,L.Samanic,Utah Jazz,Boston Celtics,0,12.00,6,0,5,0,0,0,.577,.333,.333,12.7,24.0,17.7,0.0,0.0,0.0,22.7,95,121,-6.2,100005
12,O.Yurtseven,Utah Jazz,Boston Celtics,0,12.00,0,0,7,0,0,0,.000,.000,.500,19.0,32.0,24.8,0.0,0.0,0.0,18.5,27,119,-21.2,100005
13,K.Porzingis,Boston Celtics,Utah Jazz,1,26.54,19,2,5,0,1,1,.774,.643,.429,0.0,14.2,7.9,11.2,0.0,3.0,20.1,152,93,6.3,100005
14,J.Brown,Boston Celtics,Utah Jazz,1,26.54,13,5,3,1,1,2,.505,.500,.333,0.0,8.5,4.7,29.7,1.7,3.0,24.0,93,92,-0.3,100005
15,D.White,Boston Celtics,Utah Jazz,1,26.12,10,3,7,1,1,2,.506,.444,.778,0.0,20.4,11.3,16.4,1.7,3.1,15.4,116,87,2.3,100005
16,J.Tatum,Boston Celtics,Utah Jazz,1,24.38,30,5,9,1,1,5,.826,.708,.667,0.0,27.8,15.5,35.7,1.8,3.2,31.7,166,83,27.7,100005
17,J.Holiday,Boston Celtics,Utah Jazz,1,23.32,14,1,6,0,2,2,.875,.875,.375,4.1,16.2,10.8,7.6,0.0,6.8,17.3,128,90,8.2,100005
18,S.Hauser,Boston Celtics,Utah Jazz,1,23.29,13,1,5,1,0,3,.650,.650,.700,4.1,13.0,9.0,7.1,1.9,0.0,17.3,131,91,6.1,100005
19,P.Pritchard,Boston Celtics,Utah Jazz,1,23.10,7,4,2,1,0,1,.350,.350,.700,4.1,3.3,3.7,25.3,1.9,0.0,22.9,74,95,-9.3,100005
20,O.Brissett,Boston Celtics,Utah Jazz,1,17.15,6,2,3,2,0,0,.510,.400,.400,5.6,8.8,7.4,16.6,5.2,0.0,13.9,128,86,3.9,100005
21,S.Mykhailiuk,Boston Celtics,Utah Jazz,1,14.50,3,0,3,0,0,1,.214,.214,.857,0.0,15.4,8.6,0.0,0.0,0.0,19.2,46,94,-16.1,100005
22,L.Stevens,Boston Celtics,Utah Jazz,1,12.00,4,0,5,1,1,0,.500,.500,.250,8.0,25.4,17.7,0.0,3.7,6.7,17.0,87,78,0.1,100005
23,L.Kornet,Boston Celtics,Utah Jazz,1,11.28,2,0,7,1,1,0,.333,.333,.000,33.5,19.9,25.9,0.0,3.9,7.0,14.2,104,80,-1.7,100005
24,D.Banton,Boston Celtics,Utah Jazz,1,5.53,5,1,1,0,0,0,.665,.500,.500,0.0,13.0,7.2,26.5,0.0,0.0,26.0,150,94,6.4,100005
25,N.Queta,Boston Celtics,Utah Jazz,1,3.45,0,0,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0,98,-24.5,100005
26,S.Gilgeous-Alexander,Oklahoma City Thunder,Brooklyn Nets,0,35.44,34,6,9,0,0,2,.664,.632,.263,3.5,21.9,13.9,26.7,0.0,0.0,34.5,131,125,5.2,100005
27,J.Williams,Oklahoma City Thunder,Brooklyn Nets,0,35.37,20,5,5,0,1,2,.812,.818,.364,0.0,13.8,7.7,19.7,0.0,2.6,19.2,129,129,2.6,100005
28,C.Holmgren,Oklahoma City Thunder,Brooklyn Nets,0,34.59,17,3,6,1,1,0,.535,.533,.267,10.8,8.4,9.5,12.1,1.4,2.6,21.5,114,128,-2.4,100005
29,L.Dort,Oklahoma City Thunder,Brooklyn Nets,0,28.29,12,3,4,3,0,2,.750,.750,.625,8.9,6.9,7.7,13.8,5.2,0.0,14.1,140,122,6.7,100005
30,J.Giddey,Oklahoma City Thunder,Brooklyn Nets,0,23.36,13,5,8,1,1,0,.604,.556,.111,0.0,33.2,18.7,29.2,2.1,3.9,24.1,115,113,4.1,100005
