,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,M.Strus,Cleveland Cavaliers,Boston Celtics,0,44.38,12,9,7,0,0,3,.530,.450,.700,0.0,22.8,10.6,27.8,0.0,0.0,14.1,124,134,0.2,50000000015
1,D.Garland,Cleveland Cavaliers,Boston Celtics,0,44.06,11,9,0,2,0,0,.300,.235,.235,0.0,0.0,0.0,29.1,2.6,0.0,23.5,82,135,-10.5,50000000015
2,E.Mobley,Cleveland Cavaliers,Boston Celtics,0,43.25,33,4,7,1,2,0,.630,.625,.125,11.6,10.1,10.9,20.6,1.3,6.0,34.2,120,132,5.8,50000000015
3,D.Wade,Cleveland Cavaliers,Boston Celtics,0,21.33,3,2,2,0,0,1,.500,.500,.667,0.0,13.5,6.3,12.5,0.0,0.0,11.8,73,137,-8.3,50000000015
4,I.Okoro,Cleveland Cavaliers,Boston Celtics,0,12.27,5,1,3,0,0,1,.625,.625,.250,10.1,23.4,16.3,12.7,0.0,0.0,16.4,137,134,-1.1,50000000015
5,M.Morris,Cleveland Cavaliers,Boston Celtics,0,33.30,25,0,3,2,0,5,.930,.962,.462,0.0,13.0,6.1,0.0,3.4,0.0,21.9,149,129,14.7,50000000015
6,S.Merrill,Cleveland Cavaliers,Boston Celtics,0,27.44,9,0,2,0,0,3,.900,.900,1.000,0.0,10.5,4.9,0.0,0.0,0.0,9.2,159,138,-0.8,50000000015
7,G.Niang,Cleveland Cavaliers,Boston Celtics,0,8.02,0,0,1,0,0,0,.000,.000,1.000,0.0,18.1,8.4,0.0,0.0,0.0,19.0,0,136,-28.0,50000000015
8,T.Thompson,Cleveland Cavaliers,Boston Celtics,0,4.35,0,0,3,0,0,0,,,,27.6,63.5,44.3,0.0,0.0,0.0,11.1,62,122,-17.8,50000000015
9,J.Tatum,Boston Celtics,Cleveland Cavaliers,1,43.21,25,9,10,4,0,3,.704,.656,.438,0.0,29.1,15.6,31.1,5.2,0.0,21.4,158,106,13.0,50000000015
10,J.Holiday,Boston Celtics,Cleveland Cavaliers,1,41.22,13,4,3,0,0,1,.658,.611,.444,3.5,6.1,4.9,12.8,0.0,0.0,15.4,118,122,-5.9,50000000015
11,J.Brown,Boston Celtics,Cleveland Cavaliers,1,40.44,11,7,4,1,1,1,.511,.500,.333,0.0,12.4,6.6,22.1,1.4,2.5,16.7,109,116,-4.3,50000000015
12,D.White,Boston Celtics,Cleveland Cavaliers,1,36.08,18,6,5,0,2,4,.529,.529,.529,4.0,14.0,9.4,24.4,0.0,5.5,23.2,136,116,1.4,50000000015
13,A.Horford,Boston Celtics,Cleveland Cavaliers,1,34.58,22,5,15,1,3,6,.733,.733,.867,29.1,28.9,29.0,22.1,1.6,8.6,26.8,134,107,14.2,50000000015
14,P.Pritchard,Boston Celtics,Cleveland Cavaliers,1,21.17,11,0,1,0,0,3,.786,.786,.571,0.0,5.9,3.2,0.0,0.0,0.0,16.2,151,122,1.1,50000000015
15,L.Kornet,Boston Celtics,Cleveland Cavaliers,1,12.14,8,0,1,0,0,0,1.031,1.000,.000,0.0,10.3,5.5,0.0,0.0,0.0,19.7,149,121,-1.4,50000000015
16,S.Hauser,Boston Celtics,Cleveland Cavaliers,1,9.56,5,1,4,0,0,1,.625,.625,.750,29.3,25.4,27.2,14.9,0.0,0.0,19.9,158,119,4.6,50000000015
17,L.Doncic,Dallas Mavericks,Oklahoma City Thunder,0,41.24,31,11,10,0,1,5,.665,.659,.500,0.0,25.8,14.7,48.9,0.0,2.5,31.9,134,107,13.6,50000000015
18,K.Irving,Dallas Mavericks,Oklahoma City Thunder,0,39.08,12,4,2,1,0,2,.545,.545,.182,7.2,0.0,3.1,14.5,1.4,0.0,15.4,123,112,-0.5,50000000015
19,P.Washington,Dallas Mavericks,Oklahoma City Thunder,0,37.06,10,4,10,1,0,2,.556,.556,.778,7.6,23.0,16.4,14.9,1.5,0.0,16.2,104,106,0.8,50000000015
20,D.Jones,Dallas Mavericks,Oklahoma City Thunder,0,28.21,19,1,1,1,1,3,.962,.944,.556,0.0,3.8,2.1,6.0,2.0,3.6,17.5,190,107,16.1,50000000015
21,D.Gafford,Dallas Mavericks,Oklahoma City Thunder,0,24.48,9,1,7,0,1,0,.922,1.000,.000,5.7,25.8,17.1,6.0,0.0,4.1,11.9,149,105,3.1,50000000015
22,D.Lively,Dallas Mavericks,Oklahoma City Thunder,0,23.12,11,1,10,1,1,0,.828,.750,.000,18.3,32.2,26.2,6.1,2.4,4.4,20.8,126,98,4.1,50000000015
23,J.Green,Dallas Mavericks,Oklahoma City Thunder,0,18.16,5,3,2,1,0,1,.417,.417,.833,7.7,5.8,6.7,22.7,3.0,0.0,19.2,103,107,1.4,50000000015
24,J.Hardy,Dallas Mavericks,Oklahoma City Thunder,0,14.38,2,2,3,0,0,0,.200,.200,.400,0.0,21.9,12.5,17.9,0.0,0.0,20.6,59,110,-14.4,50000000015
25,T.Hardaway,Dallas Mavericks,Oklahoma City Thunder,0,12.11,5,0,1,0,0,1,.417,.417,.500,0.0,8.8,5.0,0.0,0.0,0.0,28.8,71,113,-13.1,50000000015
26,D.Exum,Dallas Mavericks,Oklahoma City Thunder,0,0.28,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,-6.9,50000000015
27,A.Lawson,Dallas Mavericks,Oklahoma City Thunder,0,0.28,0,0,0,0,1,0,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,-51,120.5,50000000015
28,D.Powell,Dallas Mavericks,Oklahoma City Thunder,0,0.00,0,0,0,0,0,0,,,,,,,,,,,,,-5.3,50000000015
29,S.Gilgeous-Alexander,Oklahoma City Thunder,Dallas Mavericks,1,42.36,30,8,6,2,1,2,.609,.591,.182,0.0,19.9,8.6,38.4,2.6,2.7,32.0,117,117,11.7,50000000015
