,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,D.Fox,Sacramento Kings,Boston Celtics,0,44.07,40,2,4,1,0,7,.669,.672,.448,2.0,6.4,4.1,10.6,1.2,0.0,30.1,133,114,13.9,400000005
1,K.Murray,Sacramento Kings,Boston Celtics,0,41.38,10,4,11,1,1,2,.333,.333,.667,8.5,15.8,12.1,13.8,1.3,2.6,17.5,86,109,-3.1,400000005
2,D.Sabonis,Sacramento Kings,Boston Celtics,0,33.48,16,6,16,1,1,0,.498,.462,.000,13.1,30.6,21.6,28.9,1.5,3.2,23.0,116,102,8.6,400000005
3,H.Barnes,Sacramento Kings,Boston Celtics,0,28.08,10,1,5,0,0,2,.465,.444,.889,3.2,13.4,8.1,5.2,0.0,0.0,16.4,108,114,-1.9,400000005
4,K.Ellis,Sacramento Kings,Boston Celtics,0,17.19,3,2,4,0,0,1,.500,.500,.333,5.1,16.3,10.6,15.7,0.0,0.0,9.9,104,113,-3.0,400000005
5,D.Mitchell,Sacramento Kings,Boston Celtics,0,24.58,7,5,6,0,0,1,.438,.438,.500,7.1,15.1,11.0,29.8,0.0,0.0,15.5,112,113,-1.2,400000005
6,T.Lyles,Sacramento Kings,Boston Celtics,0,17.10,3,0,2,0,0,1,.214,.214,.714,0.0,11.0,5.3,0.0,0.0,0.0,17.5,51,115,-14.4,400000005
7,S.Vezenkov,Sacramento Kings,Boston Celtics,0,13.59,6,1,2,0,0,2,.429,.429,.857,0.0,13.5,6.5,11.0,0.0,0.0,21.5,100,113,-2.8,400000005
8,K.Edwards,Sacramento Kings,Boston Celtics,0,10.03,3,0,1,1,0,1,.300,.300,.800,0.0,9.4,4.5,0.0,5.2,0.0,21.4,68,104,-4.2,400000005
9,C.Jones,Sacramento Kings,Boston Celtics,0,5.49,2,0,3,0,1,0,.500,.500,.000,15.3,32.4,23.6,0.0,0.0,18.3,14.8,122,94,-0.4,400000005
10,A.Len,Sacramento Kings,Boston Celtics,0,3.01,0,0,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0,119,-20.7,400000005
11,S.Hauser,Boston Celtics,Sacramento Kings,1,36.17,3,3,7,1,0,1,.083,.083,.722,2.6,14.7,8.8,10.8,1.4,0.0,22.9,36,110,-17.9,400000005
12,J.Tatum,Boston Celtics,Sacramento Kings,1,32.30,17,5,6,0,0,1,.459,.367,.400,0.0,16.4,8.4,24.1,0.0,0.0,30.6,92,113,-3.7,400000005
13,J.Holiday,Boston Celtics,Sacramento Kings,1,30.45,10,7,4,0,0,0,.625,.625,.250,3.1,8.7,5.9,36.2,0.0,0.0,13.5,135,117,3.0,400000005
14,K.Porzingis,Boston Celtics,Sacramento Kings,1,24.27,20,2,11,2,1,2,.850,.800,.200,3.8,36.4,20.6,16.2,4.3,4.1,24.1,157,89,20.5,400000005
15,A.Horford,Boston Celtics,Sacramento Kings,1,20.03,8,1,6,0,1,1,.508,.500,.714,0.0,26.6,13.7,7.8,0.0,5.0,18.2,108,105,1.4,400000005
16,P.Pritchard,Boston Celtics,Sacramento Kings,1,33.25,21,3,1,2,0,5,.656,.656,.625,2.8,0.0,1.4,16.3,3.1,0.0,23.5,125,113,7.7,400000005
17,X.Tillman,Boston Celtics,Sacramento Kings,1,19.09,9,2,4,0,0,1,.643,.643,.429,4.9,13.9,9.5,17.9,0.0,0.0,16.9,139,114,5.7,400000005
18,L.Kornet,Boston Celtics,Sacramento Kings,1,18.20,6,1,5,1,2,0,.750,.750,.000,10.3,14.5,12.5,8.7,2.9,10.9,10.1,165,101,8.7,400000005
19,S.Mykhailiuk,Boston Celtics,Sacramento Kings,1,11.56,5,1,2,0,0,1,.833,.833,.667,7.9,7.4,7.7,13.4,0.0,0.0,11.6,173,118,7.3,400000005
20,O.Brissett,Boston Celtics,Sacramento Kings,1,6.42,2,0,4,0,0,0,.568,,,42.1,13.3,27.3,0.0,0.0,0.0,19.0,115,111,-9.9,400000005
21,J.Walsh,Boston Celtics,Sacramento Kings,1,6.26,0,0,1,0,0,0,.000,.000,1.000,14.6,0.0,7.1,0.0,0.0,0.0,7.2,66,120,-14.7,400000005
22,J.Brunson,New York Knicks,Chicago Bulls,0,41.34,35,11,6,2,0,1,.540,.482,.179,2.5,12.0,7.3,60.5,2.4,0.0,39.1,108,111,7.8,400000005
23,D.DiVincenzo,New York Knicks,Chicago Bulls,0,33.03,10,3,4,0,1,2,.417,.417,.583,3.1,9.1,6.1,14.4,0.0,2.1,18.4,83,116,-3.8,400000005
24,I.Hartenstein,New York Knicks,Chicago Bulls,0,29.30,10,2,7,3,1,0,.654,.600,.000,10.4,13.6,12.0,10.5,5.0,2.3,17.1,99,103,1.2,400000005
25,O.Anunoby,New York Knicks,Chicago Bulls,0,28.41,12,0,1,2,0,2,.750,.750,.500,0.0,3.5,1.8,0.0,3.4,0.0,13.6,120,112,3.9,400000005
26,J.Hart,New York Knicks,Chicago Bulls,0,11.25,0,1,1,0,0,0,.000,.000,.000,0.0,8.8,4.4,11.7,0.0,0.0,7.6,30,117,-10.6,400000005
27,M.McBride,New York Knicks,Chicago Bulls,0,37.38,19,2,7,0,0,4,.771,.727,.636,0.0,18.6,9.4,9.0,0.0,0.0,15.4,141,113,4.8,400000005
28,B.Bogdanovic,New York Knicks,Chicago Bulls,0,20.17,9,1,1,0,0,1,.455,.389,.444,0.0,4.9,2.5,8.2,0.0,0.0,25.4,80,119,-9.7,400000005
29,P.Achiuwa,New York Knicks,Chicago Bulls,0,18.34,0,1,4,1,0,0,.000,.000,.500,5.5,16.2,10.9,7.2,2.7,0.0,7.0,39,108,-9.3,400000005
30,M.Robinson,New York Knicks,Chicago Bulls,0,11.05,5,1,5,1,0,0,.470,.500,.000,27.6,18.0,22.8,15.8,4.5,0.0,20.8,122,103,5.9,400000005
31,A.Burks,New York Knicks,Chicago Bulls,0,8.10,0,0,2,0,0,0,.000,.000,.500,0.0,24.5,12.4,0.0,0.0,0.0,15.9,0,110,-21.6,400000005
32,D.DeRozan,Chicago Bulls,New York Knicks,1,42.14,20,10,5,1,0,0,.506,.444,.111,0.0,12.1,6.0,32.6,1.2,0.0,23.3,109,107,-1.4,400000005
33,A.Dosunmu,Chicago Bulls,New York Knicks,1,39.24,24,5,6,2,0,3,.575,.575,.350,7.6,7.8,7.7,19.1,2.5,0.0,26.1,112,105,2.7,400000005
34,A.Caruso,Chicago Bulls,New York Knicks,1,32.21,7,4,1,1,0,1,.583,.583,.667,0.0,3.2,1.6,15.0,1.5,0.0,10.2,105,108,-2.9,400000005
