,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm,date
0,C.White,Chicago Bulls,Brooklyn Nets,0,39.28,18,9,2,0,0,3,.495,.469,.563,0.0,4.8,2.8,35.7,0.0,0.0,24.6,106,140,-6.0,300000029
1,D.DeRozan,Chicago Bulls,Brooklyn Nets,0,36.48,31,2,8,1,1,0,.635,.550,.100,0.0,20.5,12.0,11.0,1.4,2.8,35.8,114,130,-1.0,300000029
2,A.Caruso,Chicago Bulls,Brooklyn Nets,0,32.42,6,5,3,0,1,2,.600,.600,.800,0.0,8.6,5.1,20.9,0.0,3.1,13.2,82,137,-7.3,300000029
3,A.Dosunmu,Chicago Bulls,Brooklyn Nets,0,31.45,16,3,3,0,0,0,.743,.667,.222,0.0,8.9,5.2,15.7,0.0,0.0,16.3,156,139,-1.0,300000029
4,N.Vucevic,Chicago Bulls,Brooklyn Nets,0,29.34,13,4,10,0,1,2,.597,.600,.500,9.0,25.5,18.7,21.7,0.0,3.5,19.3,123,131,2.2,300000029
5,D.Terry,Chicago Bulls,Brooklyn Nets,0,19.09,4,0,4,0,0,0,.500,.500,.500,13.9,9.8,11.5,0.0,0.0,0.0,10.1,122,138,-9.2,300000029
6,A.Drummond,Chicago Bulls,Brooklyn Nets,0,17.21,6,0,11,0,2,0,.647,.500,.000,7.7,54.2,35.0,0.0,0.0,11.8,15.6,118,115,-0.8,300000029
7,J.Green,Chicago Bulls,Brooklyn Nets,0,15.59,7,0,1,2,0,1,.875,.875,.500,0.0,5.9,3.5,0.0,6.4,0.0,12.0,160,124,6.1,300000029
8,T.Craig,Chicago Bulls,Brooklyn Nets,0,12.20,7,0,1,0,1,1,.902,.833,.667,0.0,7.6,4.5,0.0,0.0,8.3,19.0,132,134,2.9,300000029
9,O.Bitim,Chicago Bulls,Brooklyn Nets,0,3.49,0,1,1,0,0,0,.000,.000,1.000,0.0,24.7,14.5,33.1,0.0,0.0,25.2,31,132,-26.5,300000029
10,T.Taylor,Chicago Bulls,Brooklyn Nets,0,1.05,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,143,-8.8,300000029
