,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Jones o0.5 Blk,cowhitchurch,-155,0.78,D.Jones,Dallas Mavericks,Minnesota Timberwolves,0,1.2832258064516129,0.5032258064516129,0.4772727272727273,0,0.6,1,0.8,1
1,D.Jones o0.5 Blk,JoeDellera,-145,1.0,D.Jones,Dallas Mavericks,Minnesota Timberwolves,0,1.6896551724137931,0.6896551724137931,0.4772727272727273,0,0.6,1,0.8,1
