,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
19,19,C.Johnson o2.5 3pt M,Brooklyn Nets,SBK5065,-130,0.65,1.15,6.277700000000003,C.Johnson,Houston Rockets,0,0.4999999999999999
4,4,M.Fultz o0.5 3pt M,Orlando Magic,GDAWG5000,170,0.5,1.35,1.6683999999999997,M.Fultz,Milwaukee Bucks,1,0.8500000000000001
