,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,S.Dinwiddie o8.5 Ast,Brooklyn Nets,JoeDellera,-138,0.75,1.2934782608695654,0,S.Dinwiddie,Philadelphia 76ers,0,0.5434782608695654,0.5,0.0,0.8,1.0,0.8,1.0
1,1,S.Dinwiddie o8.5 Ast,Brooklyn Nets,SBK5065,-125,0.63,1.134,0,S.Dinwiddie,Philadelphia 76ers,0,0.5040000000000001,0.5,0.0,0.8,1.0,0.8,1.0
12,14,J.Brunson o5.5 Ast,New York Knicks,ChicagoFlow,-130,2.0,3.5384615384615383,0,J.Brunson,Cleveland Cavaliers,0,1.5384615384615383,0.5588235294117647,1.0,0.8,1.0,0.6,1.0
0,0,S.Dinwiddie o8.5 Ast,Brooklyn Nets,JoeDellera,-138,0.75,1.2934782608695654,0,S.Dinwiddie,Philadelphia 76ers,0,0.5434782608695654,,,,,,
1,1,S.Dinwiddie o8.5 Ast,Brooklyn Nets,SBK5065,-125,0.63,1.134,0,S.Dinwiddie,Philadelphia 76ers,0,0.5040000000000001,,,,,,
14,14,J.Brunson o5.5 Ast,New York Knicks,ChicagoFlow,-130,2.0,3.5384615384615383,0,J.Brunson,Cleveland Cavaliers,0,1.5384615384615383,,,,,,
