,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,3,3,F.Wagner o23.5 Pts+Rebs+Ast,SBK5065,-119,0.6,1.104201680672269,8.4506,Orlando Magic,F.Wagner,Toronto Raptors,1,0.504201680672269,,,,,,,,,
39,39,39,39,J.Valanciunas u26.5 Pts+Rebs+Ast,SBK5065,-120,0.6,1.1,8.4506,New Orleans Pelicans,J.Valanciunas,Phoenix Suns,1,0.5000000000000001,,,,,,,,,
1,1,3,3,F.Wagner o23.5 Pts+Rebs+Ast,SBK5065,-119,0.6,1.104201680672269,8.4506,Orlando Magic,F.Wagner,Toronto Raptors,1,0.504201680672269,1.0,3.0,3.0,0.7674418604651163,1.0,0.8,1.0,0.8,1.0
