,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
9,26.0,26,T.Jones o1.5 Stl+Blk,Memphis Grizzlies,SBK5065,-105,1.05,2.05,0.0,T.Jones,Los Angeles Lakers,0,0.9999999999999998,0.984126984126984,1.0,1.0,1.0,0.9,1.0
11,32.0,32,T.Jones o1.5 Stl+Blk,Memphis Grizzlies,JoeDellera,-104,0.5,0.9807692307692308,0.0,T.Jones,Los Angeles Lakers,0,0.4807692307692308,0.984126984126984,1.0,1.0,1.0,0.9,1.0
