,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
13,24.0,24,26,L.James o7.5 Rebs,charliedisturco,100,0.5,1.0,0,Los Angeles Lakers,L.James,Golden State Warriors,1.0,0.5,0.6222222222222222,1.0,0.4,0.0,0.7,1.0
24,,26,24,L.James o7.5 Rebs,charliedisturco,100,0.5,1.0,0,Los Angeles Lakers,L.James,Golden State Warriors,1.0,0.5,,,,,,
26,,28,26,L.James o7.5 Rebs,JoeDellera,-105,0.95,1.8547619047619048,0,Los Angeles Lakers,L.James,Golden State Warriors,1.0,0.9047619047619048,,,,,,
