,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,7,J.Murray o32.5 Pts+Ast,Denver Nuggets,SBK5065,-115,0.58,1.0843478260869563,0,J.Murray,Phoenix Suns,1,0.5043478260869564
1,11,J.Murray o32.5 Pts+Ast,Denver Nuggets,charliedisturco,-120,1.2,2.2,0,J.Murray,Phoenix Suns,1,1.0000000000000002
2,13,J.Murray o32.5 Pts+Ast,Denver Nuggets,PropBetGuy,-115,1.73,3.2343478260869563,0,J.Murray,Phoenix Suns,1,1.5043478260869565
