,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
5,5,5,5,S.Dinwiddie u20.5 Pts,SBK5065,-110,0.55,1.05,6.9481,Dallas Mavericks,S.Dinwiddie,Chicago Bulls,0,0.5
7,7,7,7,J.Poole u22.5 Pts,SBK5065,-105,0.53,1.0347619047619048,0.0,Golden State Warriors,J.Poole,Boston Celtics,1,0.5047619047619047
