,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,1,1,1,1,1,2,J.Duren u10.5 Rebs,SBK5065,-123,0.62,1.1240650406504065,0.0,Detroit Pistons,J.Duren,Philadelphia 76ers,0.0,0.5040650406504065,0.6923076923076923,1,0.6,1,0.5,0
