,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,3,3,K.Durant u6.5 Ast,SBK5065,-125,0.63,1.134,7.5473,Brooklyn Nets,K.Durant,Charlotte Hornets,1,0.5039999999999999,,,,,,,,,
6,6,6,6,D.Murray u6.5 Ast,SBK5065,-140,0.7,1.2,7.5473,Atlanta Hawks,D.Murray,New York Knicks,0,0.5,,,,,,,,,
1,3,3,3,K.Durant u6.5 Ast,SBK5065,-125,0.63,1.134,7.5473,Brooklyn Nets,K.Durant,Charlotte Hornets,1,0.5039999999999999,1.0,1.0,3.0,0.7435897435897436,1.0,0.8,1.0,0.8,1.0
4,6,6,6,D.Murray u6.5 Ast,SBK5065,-140,0.7,1.2,7.5473,Atlanta Hawks,D.Murray,New York Knicks,0,0.5,4.0,4.0,6.0,0.631578947368421,1.0,1.0,1.0,0.7,1.0
5,8,8,8,C.Capela o0.5 Ast,SBK5065,-100,0.5,1.0,7.5473,Atlanta Hawks,C.Capela,New York Knicks,0,0.5,5.0,5.0,8.0,0.5555555555555556,1.0,0.6,1.0,0.5,0.0
