,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
11,11,11.0,20.0,20.0,20,20,A.Davis u12.5 Rebs,JoeDellera,-130,0.5,0.8846153846153846,1.8879000000000008,Los Angeles Lakers,A.Davis,Denver Nuggets,1,0.3846153846153846,0.52,1.0,0.8,1.0,0.6,1.0
16,16,16.0,26.0,26.0,26,26,D.Sabonis o9.5 Rebs,ChicagoFlow,-127,0.15,0.2681102362204724,0.0,Sacramento Kings,D.Sabonis,Detroit Pistons,0,0.1181102362204724,0.8292682926829268,1.0,1.0,1.0,1.0,1.0
20,20,,,,20,20,A.Davis u12.5 Rebs,JoeDellera,-130,0.5,0.8846153846153846,1.8879000000000008,Los Angeles Lakers,A.Davis,Denver Nuggets,1,0.3846153846153846,,,,,,
26,26,,,,26,26,D.Sabonis o9.5 Rebs,ChicagoFlow,-127,0.15,0.2681102362204724,0.0,Sacramento Kings,D.Sabonis,Detroit Pistons,0,0.1181102362204724,,,,,,
