,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
33,L.Doncic o41.5 Pts+Ast,kylemurray03,-112,1.0,L.Doncic,Dallas Mavericks,Brooklyn Nets,0,1.8928571428571428,0.8928571428571428,0.6428571428571429,1,0.8,1,0.8,1
