,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Sengun o5.5 Ast,Noto,-113,1.13,A.Sengun,Houston Rockets,Charlotte Hornets,1,2.13,1.0,1.0,1,1.0,1,1.0,1
2,B.Miller o1.5 Ast,SBK5065,-140,0.5,B.Miller,Charlotte Hornets,Houston Rockets,0,0.8571428571428572,0.3571428571428572,1.0,1,1.0,1,1.0,1
14,K.George o1.5 Ast,SBK5065,-130,1.0,K.George,Utah Jazz,Memphis Grizzlies,1,1.7692307692307692,0.7692307692307692,1.0,1,1.0,1,1.0,1
16,C.Reddish u1.5 Ast,SBK5065,-150,1.0,C.Reddish,Los Angeles Lakers,Los Angeles Clippers,1,1.6666666666666663,0.6666666666666665,0.75,1,0.75,1,0.75,1
25,J.Holiday u6.5 Ast,JoeDellera,-154,0.32,J.Holiday,Boston Celtics,Indiana Pacers,1,0.5277922077922078,0.2077922077922078,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
26,J.Holiday u6.5 Ast,SBK5065,-130,1.0,J.Holiday,Boston Celtics,Indiana Pacers,1,1.7692307692307692,0.7692307692307692,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
