,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,4.0,4,5,O.Anunoby u16.5 Pts,MrTuttle05,-125,1.25,2.25,0,Toronto Raptors,O.Anunoby,Oklahoma City Thunder,1.0,1.0,0.5636363636363636,1.0,0.4,0.0,0.5,0.0
4,7.0,7,8,N.Jokic o21.5 Pts,JoeDellera,-110,0.68,1.2981818181818183,0,Denver Nuggets,N.Jokic,Detroit Pistons,0.0,0.6181818181818183,0.6065573770491803,1.0,0.6,1.0,0.5,0.0
4,,5,4,O.Anunoby u16.5 Pts,MrTuttle05,-125,1.25,2.25,0,Toronto Raptors,O.Anunoby,Oklahoma City Thunder,1.0,1.0,,,,,,
6,,7,6,K.Hayes u13.5 Pts,JoeDellera,-125,0.28,0.5040000000000001,0,Detroit Pistons,K.Hayes,Denver Nuggets,1.0,0.2240000000000001,,,,,,
7,,8,7,N.Jokic o21.5 Pts,JoeDellera,-110,0.68,1.2981818181818183,0,Denver Nuggets,N.Jokic,Detroit Pistons,0.0,0.6181818181818183,,,,,,
