,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,2,C.Martin o5.5 Rebs,Miami Heat,SBK5065,-110,0.55,1.05,0.0,C.Martin,Denver Nuggets,1,0.5,0.425531914893617,0.0,0.8,1.0,0.7,1.0
3,3,C.Martin o5.5 Rebs,Miami Heat,JoeDellera,-110,0.5,0.9545454545454546,0.0,C.Martin,Denver Nuggets,1,0.4545454545454546,0.425531914893617,0.0,0.8,1.0,0.7,1.0
2,2,C.Martin o5.5 Rebs,Miami Heat,SBK5065,-110,0.55,1.05,0.0,C.Martin,Denver Nuggets,1,0.5,,,,,,
3,3,C.Martin o5.5 Rebs,Miami Heat,JoeDellera,-110,0.5,0.9545454545454546,0.0,C.Martin,Denver Nuggets,1,0.4545454545454546,,,,,,
