,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,10.0,10,18,J.Embiid u31.5 Pts,PropBomb,-120,1.0,1.8333333333333333,0,Philadelphia 76ers,J.Embiid,Miami Heat,1.0,0.8333333333333333,0.4615384615384615,0.0,0.8,1.0,0.6,1.0
5,17.0,17,27,S.Gilgeous-Alexander o32.5 Pts,JoeDellera,-113,0.75,1.413716814159292,0,Oklahoma City Thunder,S.Gilgeous-Alexander,Utah Jazz,0.0,0.663716814159292,0.4776119402985074,0.0,0.4,0.0,0.4,0.0
7,19.0,19,29,C.Braun o10.5 Pts,PropBetGuy,-123,1.5,2.7195121951219514,0,Denver Nuggets,C.Braun,Phoenix Suns,0.0,1.2195121951219514,0.0821917808219178,0.0,0.4,0.0,0.2,0.0
17,,27,17,S.Gilgeous-Alexander o32.5 Pts,JoeDellera,-113,0.75,1.413716814159292,0,Oklahoma City Thunder,S.Gilgeous-Alexander,Utah Jazz,0.0,0.663716814159292,,,,,,
