,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,5.0,5,5,R.Barrett u28.5 Pts+Rebs+Ast,PropBetGuy,-104,1.04,2.04,0,New York Knicks,R.Barrett,Brooklyn Nets,0,1.0,0.5,0.0,0.6,1.0,0.5,0.0
8,18.0,18,18,C.Paul o30.5 Pts+Rebs+Ast,SBK5065,-114,0.5,0.9385964912280702,0,Phoenix Suns,C.Paul,San Antonio Spurs,0,0.4385964912280702,0.4,0.0,0.6,1.0,0.5,0.0
18,,18,18,C.Paul o30.5 Pts+Rebs+Ast,SBK5065,-114,0.5,0.9385964912280702,0,Phoenix Suns,C.Paul,San Antonio Spurs,0,0.4385964912280702,,,,,,
