,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
20,20,20,S.Dinwiddie o2.5 3pt M,JoeMetz,-125,1.0,1.8,0,Dallas Mavericks,S.Dinwiddie,Utah Jazz,0,0.8
