Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
D.Gafford u7.5 Rebs,Theotherbabs,Dallas Mavericks,New Orleans Pelicans,0.0,0.7631578947368421,1,0.8,1,0.8,1,-110,1.0,1.9090909090909087,0.9090909090909092,D.Gafford
G.Antetokounmpo o11.5 Rebs,PlayerPropSavant,Milwaukee Bucks,Orlando Magic,1.0,0.5625,1,0.8,1,0.8,1,-122,1.22,2.22,1.0000000000000002,G.Antetokounmpo
O.Anunoby u5.5 Rebs,TopShelfAction,New York Knicks,Philadelphia 76ers,0.0,0.7073170731707317,1,1.0,1,0.9,1,104,1.4,2.856,1.456,O.Anunoby
Z.Williams u5.5 Rebs,TopShelfAction,Brooklyn Nets,Los Angeles Clippers,0.0,0.6428571428571429,1,0.4,0,0.6,1,-124,1.0,1.806451612903225,0.8064516129032258,Z.Williams
N.Jokic u12.5 Rebs,TopShelfAction,Denver Nuggets,Houston Rockets,1.0,0.4117647058823529,0,0.4,0,0.3,0,100,0.6,1.2,0.6,N.Jokic
R.Gobert o10.5 Rebs,TopShelfAction,Minnesota Timberwolves,Golden State Warriors,1.0,0.5128205128205128,1,0.8,1,0.5,0,100,0.5,1.0,0.5,R.Gobert
K.Oubre u6.5 Rebs,PvB_Bets,Philadelphia 76ers,New York Knicks,1.0,0.7142857142857143,1,0.6,1,0.7,1,-110,1.0,1.9090909090909087,0.9090909090909092,K.Oubre
D.Hunter u4.5 Rebs,PvB_Bets,Atlanta Hawks,Chicago Bulls,0.0,0.6296296296296297,1,1.0,1,0.8,1,100,1.0,2.0,1.0,D.Hunter
J.Randle o6.5 Rebs,JBBets1,Minnesota Timberwolves,Golden State Warriors,1.0,0.4871794871794871,0,0.6,1,0.6,1,-128,1.0,1.78125,0.78125,J.Randle
S.Curry o4.5 Rebs,kylemurray03_duplicate,Golden State Warriors,Minnesota Timberwolves,0.0,0.5806451612903226,1,1.0,1,0.7,1,-105,1.05,2.05,0.9999999999999998,S.Curry
