,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,3,J.Holiday o6.5 Ast,Milwaukee Bucks,VegasRefund,-125,1.25,2.25,0,J.Holiday,Miami Heat,1,1.0,0.6417910447761194,1,0.6,1,0.8,1
