,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,8,8,8,J.Clarkson o2.5 3pt M,JoeDellera,-115,0.5,0.934782608695652,0,Utah Jazz,J.Clarkson,Chicago Bulls,0,0.434782608695652
