,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,,,,3,3,3,C.Wood o1.5 Blk,SBK5065,165,0.83,2.1995,0,Dallas Mavericks,C.Wood,New Orleans Pelicans,1,1.3695,,,,,,
4,,,,4,4,4,C.Wood o1.5 Blk,JoeDellera,165,0.83,2.1995,0,Dallas Mavericks,C.Wood,New Orleans Pelicans,1,1.3695,,,,,,
