,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,name
0,13,13,J.Harden o37.5 Pts+Rebs+Ast,Philadelphia 76ers,PropBetGuy,-105,1.05,2.05,14.2148,Los Angeles Clippers,0,0.9999999999999998,0.6428571428571429,1,1.0,1,0.7,1,J.Harden
1,14,14,J.Harden o37.5 Pts+Rebs+Ast,Philadelphia 76ers,JoeDellera,-105,0.5,0.9761904761904762,20.9039,Los Angeles Clippers,0,0.4761904761904761,0.6428571428571429,1,1.0,1,0.7,1,J.Harden
2,17,17,J.Harden o37.5 Pts+Rebs+Ast,Philadelphia 76ers,SBK5065,-105,0.53,1.0347619047619048,-1.5508000000000013,Los Angeles Clippers,0,0.5047619047619047,0.6428571428571429,1,1.0,1,0.7,1,J.Harden
3,18,18,J.Harden o36.5 Pts+Rebs+Ast,Philadelphia 76ers,SBK5065,-115,0.58,1.0843478260869563,0.0,Los Angeles Clippers,0,0.5043478260869564,0.6785714285714286,1,1.0,1,0.8,1,J.Harden
