,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,name
12,12,12,B.Simmons o7.5 Rebs,Brooklyn Nets,JoeMetz,-122,1.22,2.22,-16.729999999999997,San Antonio Spurs,0,1.0000000000000002,,,,,,,B.Simmons
