,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
13,13,M.Porter o2.5 3pt M,Denver Nuggets,JoeDellera,-135,1.0,1.7407407407407407,0.0,M.Porter,Miami Heat,1,0.7407407407407407
24,24,K.Caldwell-Pope o1.5 3pt M,Denver Nuggets,GDAWG5000,-125,1.25,2.25,0.0,K.Caldwell-Pope,Miami Heat,1,1.0
2,2,K.Love o0.5 3pt M,Miami Heat,PropBomb,-155,1.55,2.55,0.0,K.Love,Denver Nuggets,0,0.9999999999999998
8,8,K.Love o0.5 3pt M,Miami Heat,SBK5065,-155,0.78,1.2832258064516129,0.0,K.Love,Denver Nuggets,0,0.5032258064516129
