Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
M.Bridges u27.5 Pts+Rebs+Ast,kylemurray03,Charlotte Hornets,Minnesota Timberwolves,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,M.Bridges
C.Cunningham o37.5 Pts+Rebs+Ast,sandyplashkes,Detroit Pistons,Los Angeles Lakers,1.0,0.4285714285714285,0,0.2,0,0.4285714285714285,0,-106.0,1.06,2.06,1.0,C.Cunningham
C.Cunningham o37.5 Pts+Rebs+Ast,RoyalsProps,Detroit Pistons,Los Angeles Lakers,1.0,0.4285714285714285,0,0.2,0,0.4285714285714285,0,-110.0,1.65,3.15,1.5,C.Cunningham
J.Johnson u32.5 Pts+Rebs+Ast,sandyplashkes,Atlanta Hawks,Boston Celtics,1.0,0.5714285714285714,1,0.4,0,0.5714285714285714,1,-116.0,1.16,2.16,0.9999999999999998,J.Johnson
K.Durant o33.5 Pts+Rebs+Ast,Rotowire Sleeper,Phoenix Suns,Philadelphia 76ers,1.0,0.5,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,K.Durant
D.Sabonis o35.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Miami Heat,0.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,D.Sabonis
D.Ayton o26.5 Pts+Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,New Orleans Pelicans,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1,100.0,1.5,3.0,1.5,D.Ayton
F.Wagner u29.5 Pts+Rebs+Ast,gneiffer07,Orlando Magic,Oklahoma City Thunder,0.0,0.4285714285714285,0,0.6,1,0.4285714285714285,0,-110.0,1.1,2.1,1.0,F.Wagner
D.Sabonis o35.5 Pts+Rebs+Ast,FirefighterBets,Sacramento Kings,Miami Heat,0.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,D.Sabonis
B.Coulibaly o20.5 Pts+Rebs+Ast,the_degenerates,Washington Wizards,Golden State Warriors,1.0,0.8,1,0.8,1,0.8,1,-118.0,1.18,2.18,0.9999999999999998,B.Coulibaly
B.Adebayo o29.5 Pts+Rebs+Ast,sandyplashkes,Miami Heat,Sacramento Kings,1.0,0.2,0,0.2,0,0.2,0,-108.0,1.08,2.08,1.0,B.Adebayo
P.Pritchard o21.5 Pts+Rebs+Ast,kylemurray03,Boston Celtics,Atlanta Hawks,0.0,0.4285714285714285,0,0.6,1,0.4285714285714285,0,-125.0,1.25,2.25,1.0,P.Pritchard
T.Harris o23.5 Pts+Rebs+Ast,Rotowire Prizepicks,Detroit Pistons,Los Angeles Lakers,1.0,0.4285714285714285,0,0.6,1,0.4285714285714285,0,100.0,1.5,3.0,1.5,T.Harris
J.Morant o35.5 Pts+Rebs+Ast,moneybadger24_,Memphis Grizzlies,Brooklyn Nets,0.0,0.5,0,0.4,0,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Morant
N.Jokic o50.5 Pts+Rebs+Ast,the_degenerates,Denver Nuggets,Toronto Raptors,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-113.0,1.13,2.13,1.0,N.Jokic
N.Vucevic o33.5 Pts+Rebs+Ast,the_degenerates,Chicago Bulls,Utah Jazz,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-125.0,1.25,2.25,1.0,N.Vucevic
P.Siakam o31.5 Pts+Rebs+Ast,Rotowire Prizepicks,Indiana Pacers,Dallas Mavericks,0.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,P.Siakam
