Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
T.Camara o12.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,New Orleans Pelicans,0,0.7142857142857143,1,0.8,1,0.7142857142857143,1,100,1.5,3.0,1.5,T.Camara
H.Barnes o15.5 Pts+Rebs,Rotowire Prizepicks,San Antonio Spurs,Los Angeles Clippers,0,0.5,0,0.4,0,0.5,0,100,1.5,3.0,1.5,H.Barnes
E.Mobley o24.5 Pts+Rebs,Rotowire Prizepicks,Cleveland Cavaliers,Milwaukee Bucks,1,0.7142857142857143,1,0.8,1,0.7142857142857143,1,100,1.5,3.0,1.5,E.Mobley
N.Jovic o11.5 Pts+Rebs,Rotowire Sleeper,Miami Heat,Sacramento Kings,1,0.6,1,0.6,1,0.6,1,100,1.5,3.0,1.5,N.Jovic
T.Rozier o19.5 Pts+Rebs,Rotowire Sleeper,Miami Heat,Sacramento Kings,1,0.8,1,0.8,1,0.8,1,100,1.5,3.0,1.5,T.Rozier
L.Ball o29.5 Pts+Rebs,Rotowire Prizepicks,Charlotte Hornets,Minnesota Timberwolves,0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,100,1.5,3.0,1.5,L.Ball
K.Thompson o17.5 Pts+Rebs,Rotowire Prizepicks,Dallas Mavericks,Indiana Pacers,1,0.5,0,0.4,0,0.5,0,100,1.5,3.0,1.5,K.Thompson
E.Mobley o24.5 Pts+Rebs,Rotowire Sleeper,Cleveland Cavaliers,Milwaukee Bucks,1,0.7142857142857143,1,0.8,1,0.7142857142857143,1,100,1.5,3.0,1.5,E.Mobley
K.Murray o20.5 Pts+Rebs,Rotowire Sleeper,Sacramento Kings,Miami Heat,0,0.5,0,0.4,0,0.5,0,100,1.5,3.0,1.5,K.Murray
T.Camara o12.5 Pts+Rebs,Rotowire Sleeper,Portland Trail Blazers,New Orleans Pelicans,0,0.7142857142857143,1,0.8,1,0.7142857142857143,1,100,1.5,3.0,1.5,T.Camara
S.Curry o6.5 Pts+Rebs,Rotowire Prizepicks,Charlotte Hornets,Minnesota Timberwolves,0,1.0,1,1.0,1,1.0,1,100,1.5,3.0,1.5,S.Curry
I.Zubac o27.5 Pts+Rebs,Rotowire Sleeper,Los Angeles Clippers,San Antonio Spurs,1,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100,1.5,3.0,1.5,I.Zubac
