,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
13,13,13,13,G.Hayward u18.5 Pts+Ast,PropBetGuy,-113,1.0,1.8849557522123888,0,Charlotte Hornets,G.Hayward,Oklahoma City Thunder,1,0.8849557522123892
