,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,4,L.James o25.5 Pts,Los Angeles Lakers,MikeRandle,-115,1.0,1.869565217391304,0,L.James,Denver Nuggets,0,0.8695652173913042,0.5942028985507246,1.0,0.6,1.0,0.3,0.0
5,7,D.Schroder o9.5 Pts,Los Angeles Lakers,GDAWG5000,100,1.0,2.0,0,D.Schroder,Denver Nuggets,0,1.0,0.5875,1.0,0.6,1.0,0.5,0.0
7,9,M.Porter u15.5 Pts,Denver Nuggets,PropBetGuy,-120,1.2,2.2,0,M.Porter,Los Angeles Lakers,1,1.0000000000000002,0.4189189189189189,0.0,0.6,1.0,0.7,1.0
9,9,M.Porter u15.5 Pts,Denver Nuggets,PropBetGuy,-120,1.2,2.2,0,M.Porter,Los Angeles Lakers,1,1.0000000000000002,,,,,,
