,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
3,3,J.Embiid o3.5 Ast,Philadelphia 76ers,JoeDellera,-139,0.75,1.289568345323741,0,J.Embiid,Boston Celtics,1,0.539568345323741
9,9,A.Reaves o4.5 Ast,Los Angeles Lakers,JoeMetz,-104,1.04,2.04,0,A.Reaves,Utah Jazz,0,1.0
