,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,1,B.Adebayo o3.5 Ast,Miami Heat,PropBomb,-135,1.35,2.35,0.0,B.Adebayo,Denver Nuggets,1,1.0
1,9,B.Adebayo o3.5 Ast,Miami Heat,cowhitchurch,-135,0.68,1.1837037037037037,0.0,B.Adebayo,Denver Nuggets,1,0.5037037037037037
2,11,J.Murray o6.5 Ast,Denver Nuggets,cowhitchurch,-135,0.68,1.1837037037037037,0.0,J.Murray,Miami Heat,0,0.5037037037037037
3,16,J.Murray o6.5 Ast,Denver Nuggets,JoeDellera,-135,0.75,1.3055555555555556,0.0,J.Murray,Miami Heat,0,0.5555555555555556
