,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,2,J.Butler u2.5 Stl+Blk,Miami Heat,PropBomb,-129,1.29,2.29,0.0,J.Butler,Denver Nuggets,1,1.0,,,,,,
20,20,J.Butler u2.5 Stl+Blk,Miami Heat,GreenDotDaily,-135,1.0,1.7407407407407407,0.0,J.Butler,Denver Nuggets,1,0.7407407407407407,,,,,,
