,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,0,N.Claxton o2.5 Blk,Brooklyn Nets,JoeDellera,-115,0.75,1.402173913043478,0.0,N.Claxton,Los Angeles Lakers,1,0.652173913043478
1,3,N.Claxton o2.5 Blk,Brooklyn Nets,SBK5065,-115,0.58,1.0843478260869563,15.7136,N.Claxton,Los Angeles Lakers,1,0.5043478260869564
