,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
8,8,8,8,N.Marshall o23.5 Pts+Rebs+Ast,PropBetGuy,-108,1.0,1.925925925925926,0,New Orleans Pelicans,N.Marshall,Washington Wizards,0,0.925925925925926,,,,,,,,,
11,11,11,11,N.Marshall o23.5 Pts+Rebs+Ast,JoeDellera,-106,0.71,1.379811320754717,0,New Orleans Pelicans,N.Marshall,Washington Wizards,0,0.6698113207547169,,,,,,,,,
2,2,8,8,N.Marshall o23.5 Pts+Rebs+Ast,PropBetGuy,-108,1.0,1.925925925925926,0,New Orleans Pelicans,N.Marshall,Washington Wizards,0,0.925925925925926,2.0,8.0,8.0,0.2682926829268293,0.0,1.0,1.0,0.6,1.0
4,4,11,11,N.Marshall o23.5 Pts+Rebs+Ast,JoeDellera,-106,0.71,1.379811320754717,0,New Orleans Pelicans,N.Marshall,Washington Wizards,0,0.6698113207547169,4.0,11.0,11.0,0.2682926829268293,0.0,1.0,1.0,0.6,1.0
