,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,4,J.Ivey o24.5 Pts+Ast,Detroit Pistons,JoeMetz,-115,1.15,2.1499999999999995,-4.625000000000001,J.Ivey,Charlotte Hornets,1,0.9999999999999996
