,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,6,A.Gordon o2.5 Ast,Denver Nuggets,ChrisRaybon,-120,1.0,1.8333333333333333,4.0122,A.Gordon,Miami Heat,1,0.8333333333333335
1,8,J.Butler o5.5 Ast,Miami Heat,ChrisRaybon,-140,1.0,1.7142857142857144,0.0,J.Butler,Denver Nuggets,0,0.7142857142857144
