,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,0,2,2,2,S.Curry o10.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,Brooklyn Nets,S.Curry,Boston Celtics,1,0.4166666666666668,0.4333333333333333,0,0.8,1,0.6,1
1,7,7,12,12,12,L.James o34.5 Pts,JoeDellera,130,0.3,0.69,0,Los Angeles Lakers,L.James,Dallas Mavericks,1,0.3899999999999999,0.2121212121212121,0,0.6,1,0.5,0
