,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,2,2.0,8.0,8.0,8,8,N.Vucevic o34.5 Pts+Rebs+Ast,SBK5065,-120,0.6,1.1,0,Chicago Bulls,N.Vucevic,Washington Wizards,0.0,0.5000000000000001,0.3636363636363636,0.0,0.6,1.0,0.6,1.0
5,5,5.0,14.0,14.0,14,14,N.Marshall o23.5 Pts+Rebs+Ast,JoeDellera,-113,0.88,1.6587610619469026,0,New Orleans Pelicans,N.Marshall,Boston Celtics,0.0,0.7787610619469026,0.2682926829268293,0.0,1.0,1.0,0.6,1.0
6,6,,,,6,6,T.Haliburton o33.5 Pts+Rebs+Ast,JoeDellera,-125,0.4,0.7200000000000001,0,Indiana Pacers,T.Haliburton,New York Knicks,0.0,0.32,,,,,,
14,14,,,,14,14,N.Marshall o23.5 Pts+Rebs+Ast,JoeDellera,-113,0.88,1.6587610619469026,0,New Orleans Pelicans,N.Marshall,Boston Celtics,0.0,0.7787610619469026,,,,,,
