,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,Unnamed: 0.1,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,3,M.Brogdon o2.5 3pt M,Boston Celtics,JoeDellera,120,0.4,0.8800000000000001,0.0,M.Brogdon,Toronto Raptors,0,0.4800000000000001,3.0,0.2926829268292683,0.0,0.8,1.0,0.6,1.0
