,Unnamed: 0.1,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,11.0,11,C.Boucher o4.5 Rebs,Toronto Raptors,JoeDellera,-113,0.75,1.413716814159292,0.0,C.Boucher,Golden State Warriors,0,0.663716814159292,0.5,0.0,1.0,1.0,0.7,1.0
7,15.0,15,C.Boucher o4.5 Rebs,Toronto Raptors,SBK5065,-110,1.0,1.9090909090909087,12.7733,C.Boucher,Golden State Warriors,0,0.9090909090909092,0.5,0.0,1.0,1.0,0.7,1.0
11,,11,C.Boucher o4.5 Rebs,Toronto Raptors,JoeDellera,-113,0.75,1.413716814159292,0.0,C.Boucher,Golden State Warriors,0,0.663716814159292,,,,,,
15,,15,C.Boucher o4.5 Rebs,Toronto Raptors,SBK5065,-110,1.0,1.9090909090909087,12.7733,C.Boucher,Golden State Warriors,0,0.9090909090909092,,,,,,
16,,16,C.Boucher o5.5 Rebs,Toronto Raptors,SBK5065,165,0.2,0.53,0.0,C.Boucher,Golden State Warriors,0,0.33,,,,,,
19,,19,D.Green o8.5 Rebs,Golden State Warriors,JoeMetz,108,1.0,2.08,0.0,D.Green,Toronto Raptors,1,1.08,,,,,,
