,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,2.0,2.0,10.0,10,10,D.Brooks u18.5 Pts,PropBetGuy,-120,1.0,1.8333333333333333,0,Memphis Grizzlies,D.Brooks,Milwaukee Bucks,1,0.8333333333333333,0.6578947368421053,1.0,1.0,1.0,0.9,1.0
3,3.0,3.0,13.0,13,13,G.Antetokounmpo u32.5 Pts,SBK5065,-108,0.5,0.962962962962963,0,Milwaukee Bucks,G.Antetokounmpo,Memphis Grizzlies,0,0.462962962962963,0.5714285714285714,1.0,0.8,1.0,0.6,1.0
2,,,,2,2,Z.Williamson o27.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.4166666666666668,,,,,,
5,,,,5,5,Z.Williamson o27.5 Pts,GreenDotDaily,-111,0.9,1.7108108108108109,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.8108108108108109,,,,,,
6,,,,6,6,Z.Williamson o27.5 Pts,PropBomb,-130,1.0,1.7692307692307692,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.7692307692307692,,,,,,
7,,,,7,7,Z.Williamson o29.5 Pts,JoeDellera,125,0.31,0.6975,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.3875,,,,,,
8,,,,8,8,Z.Williamson o27.5 Pts,JoeDellera,-115,0.65,1.2152173913043478,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.5652173913043478,,,,,,
9,,,,9,9,Z.Williamson o27.5 Pts,ChicagoFlow,-115,1.5,2.804347826086956,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,1.304347826086956,,,,,,
13,,,,13,13,G.Antetokounmpo u32.5 Pts,SBK5065,-108,0.5,0.962962962962963,0,Milwaukee Bucks,G.Antetokounmpo,Memphis Grizzlies,0,0.462962962962963,,,,,,
