,Unnamed: 0,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
29,29,,,29,,T.Rozier o33.5 Pts+Rebs+Ast,SBK5065,-110,0.55,1.05,0,Charlotte Hornets,T.Rozier,Detroit Pistons,1,0.5,,,,,,
30,30,,,30,,T.Rozier o33.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,2.1499999999999995,0,Charlotte Hornets,T.Rozier,Detroit Pistons,1,0.9999999999999996,,,,,,
