,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,7,8,O.Okongwu o1.5 Blk,JoeDellera,-105,0.48,0.937142857142857,0,Atlanta Hawks,O.Okongwu,Toronto Raptors,0.0,0.4571428571428571
