,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,8,9,F.VanVleet u24.5 Pts+Ast,PropBetGuy,-120,1.0,1.8333333333333333,0,Toronto Raptors,F.VanVleet,Atlanta Hawks,1.0,0.8333333333333333
