,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,7,7,J.Tatum o39.5 Pts+Rebs,PropBetGuy,-115,1.0,1.869565217391304,0,Boston Celtics,J.Tatum,Golden State Warriors,1,0.869565217391304,7.0,0.4772727272727273,0.0,0.8,1.0,0.6,1.0
