,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,E.Mobley,Cleveland Cavaliers,Dallas Mavericks,0,29.32,34,4,10,0,2,3,.747,.738,.286,7.7,22.8,16.4,22.2,0.0,5.8,32.2,154,115,16.2
1,D.Garland,Cleveland Cavaliers,Dallas Mavericks,0,28.53,16,9,4,1,0,2,.621,.583,.417,0.0,11.7,6.7,35.6,1.6,0.0,20.1,138,120,3.6
2,D.Mitchell,Cleveland Cavaliers,Dallas Mavericks,0,26.44,15,6,0,2,0,2,.609,.545,.636,0.0,0.0,0.0,25.0,3.5,0.0,22.4,121,122,2.0
3,D.Wade,Cleveland Cavaliers,Dallas Mavericks,0,26.24,10,1,3,0,2,2,1.000,1.000,.600,0.0,9.6,5.5,4.1,0.0,6.5,7.9,190,121,2.4
4,J.Allen,Cleveland Cavaliers,Dallas Mavericks,0,22.21,11,0,9,0,1,0,.506,.500,.000,15.3,22.6,19.5,0.0,0.0,3.8,20.4,117,115,-8.8
5,C.LeVert,Cleveland Cavaliers,Dallas Mavericks,0,25.29,17,2,4,2,1,2,.521,.533,.467,0.0,13.2,7.6,9.7,3.7,3.4,26.8,108,113,1.0
6,M.Strus,Cleveland Cavaliers,Dallas Mavericks,0,24.26,2,7,6,0,0,0,.200,.200,.800,14.0,10.3,11.9,27.5,0.0,0.0,8.6,129,124,-0.8
7,G.Niang,Cleveland Cavaliers,Dallas Mavericks,0,20.15,15,3,2,0,0,3,.833,.833,.556,0.0,8.3,4.8,18.8,0.0,0.0,22.7,127,125,5.6
8,T.Jerome,Cleveland Cavaliers,Dallas Mavericks,0,19.28,9,5,2,0,0,1,.765,.700,.400,0.0,8.7,5.0,27.6,0.0,0.0,12.6,174,125,3.0
9,J.Thor,Cleveland Cavaliers,Dallas Mavericks,0,4.07,3,0,2,0,0,0,.521,.500,.000,55.5,0.0,23.6,0.0,0.0,0.0,39.4,104,130,-15.1
10,C.Porter,Cleveland Cavaliers,Dallas Mavericks,0,4.07,2,0,0,0,1,0,.532,.000,.000,0.0,0.0,0.0,0.0,0.0,20.8,19.1,125,121,-1.0
11,T.Thompson,Cleveland Cavaliers,Dallas Mavericks,0,4.07,0,0,2,0,0,0,.000,.000,.000,0.0,40.9,23.6,0.0,0.0,0.0,10.2,0,108,-14.8
12,J.Tyson,Cleveland Cavaliers,Dallas Mavericks,0,4.07,0,1,2,0,0,0,.000,.000,1.000,0.0,40.9,23.6,22.4,0.0,0.0,20.3,32,107,-21.5
13,Q.Grimes,Dallas Mavericks,Cleveland Cavaliers,1,32.34,26,6,2,1,0,1,.761,.679,.357,2.6,3.5,3.0,29.7,1.4,0.0,22.5,151,133,9.9
14,P.Washington,Dallas Mavericks,Cleveland Cavaliers,1,30.58,15,1,7,0,1,1,.388,.361,.389,2.7,22.1,11.0,4.6,0.0,2.7,26.4,84,131,-10.9
15,K.Thompson,Dallas Mavericks,Cleveland Cavaliers,1,28.30,16,3,3,1,0,4,.542,.462,.769,0.0,12.0,5.1,13.9,1.7,0.0,19.9,134,131,3.2
16,D.Lively,Dallas Mavericks,Cleveland Cavaliers,1,27.03,7,3,11,0,1,0,.595,.600,.000,12.5,29.6,19.7,14.1,0.0,3.1,9.8,133,129,-0.4
17,S.Dinwiddie,Dallas Mavericks,Cleveland Cavaliers,1,23.23,2,5,4,0,0,0,.143,.143,.429,3.6,14.7,8.3,25.1,0.0,0.0,16.4,56,134,-16.1
18,J.Hardy,Dallas Mavericks,Cleveland Cavaliers,1,24.58,17,3,3,0,1,2,.666,.636,.364,3.4,9.2,5.8,18.3,0.0,3.3,21.1,137,132,2.9
