,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,H.Barnes,San Antonio Spurs,Dallas Mavericks,0,29.11,17,2,4,1,0,2,.781,.800,.500,3.7,8.7,6.5,12.0,1.6,0.0,15.5,156,121,4.2
1,C.Paul,San Antonio Spurs,Dallas Mavericks,0,28.46,3,8,7,1,0,1,.250,.250,.667,0.0,20.5,11.5,35.8,1.6,0.0,11.6,85,115,-9.1
2,V.Wembanyama,San Antonio Spurs,Dallas Mavericks,0,28.28,17,1,9,0,1,1,.412,.306,.444,7.5,20.7,14.9,5.5,0.0,2.9,36.0,80,117,-14.6
3,J.Champagnie,San Antonio Spurs,Dallas Mavericks,0,27.19,18,3,7,1,2,4,.750,.750,.667,7.8,15.4,12.1,19.7,1.7,6.1,22.8,116,114,8.3
4,J.Sochan,San Antonio Spurs,Dallas Mavericks,0,27.02,18,2,6,0,0,1,.639,.591,.182,7.9,12.5,10.4,12.5,0.0,0.0,27.8,104,122,-6.9
5,K.Johnson,San Antonio Spurs,Dallas Mavericks,0,24.47,7,2,4,0,0,1,.389,.389,.333,0.0,13.6,7.6,11.7,0.0,0.0,18.4,73,122,-11.6
6,S.Castle,San Antonio Spurs,Dallas Mavericks,0,18.27,8,5,3,0,0,0,.481,.429,.286,11.6,4.6,7.7,41.7,0.0,0.0,23.2,106,126,-7.8
7,T.Jones,San Antonio Spurs,Dallas Mavericks,0,15.38,3,3,1,1,0,0,.399,.000,.000,6.8,0.0,3.0,23.6,3.0,0.0,10.0,130,122,-1.8
8,Z.Collins,San Antonio Spurs,Dallas Mavericks,0,13.33,5,1,5,1,0,1,.833,.833,.333,15.7,18.6,17.4,11.1,3.5,0.0,12.3,130,111,0.5
9,B.Wesley,San Antonio Spurs,Dallas Mavericks,0,8.52,6,2,0,0,0,0,.773,.667,.000,0.0,0.0,0.0,38.4,0.0,0.0,18.2,173,129,6.5
10,M.Branham,San Antonio Spurs,Dallas Mavericks,0,5.59,7,0,2,0,0,1,.700,.700,.600,0.0,28.1,15.7,0.0,0.0,0.0,34.7,131,115,10.8
11,C.Bassey,San Antonio Spurs,Dallas Mavericks,0,5.59,0,1,1,1,1,0,,,,0.0,14.1,7.9,20.6,7.9,13.8,0.0,231,96,12.7
12,S.Mamukelashvili,San Antonio Spurs,Dallas Mavericks,0,5.59,0,0,3,0,1,0,,,,0.0,42.2,23.6,0.0,0.0,13.8,6.9,0,100,-10.4
13,L.Doncic,Dallas Mavericks,San Antonio Spurs,1,36.16,28,8,10,1,1,4,.491,.440,.440,2.3,26.5,13.0,35.2,1.3,2.6,35.2,105,105,1.1
14,K.Irving,Dallas Mavericks,San Antonio Spurs,1,27.24,15,2,3,2,1,3,.441,.441,.412,3.1,7.8,5.2,11.1,3.4,3.5,24.4,104,105,-1.3
15,P.Washington,Dallas Mavericks,San Antonio Spurs,1,26.19,11,2,5,1,0,2,.463,.455,.636,6.4,12.2,8.9,10.5,1.8,0.0,17.7,115,109,-3.5
16,K.Thompson,Dallas Mavericks,San Antonio Spurs,1,26.05,22,1,7,3,0,6,.793,.769,.769,9.7,16.4,12.6,6.3,5.4,0.0,20.9,165,100,17.7
17,D.Gafford,Dallas Mavericks,San Antonio Spurs,1,18.31,9,2,6,1,1,0,.580,.500,.000,18.2,11.5,15.2,15.1,2.6,5.2,18.6,132,104,-2.0
18,D.Lively,Dallas Mavericks,San Antonio Spurs,1,27.47,15,6,11,1,0,0,.735,.750,.000,12.1,26.9,18.6,32.8,1.7,0.0,17.3,145,105,5.6
19,N.Marshall,Dallas Mavericks,San Antonio Spurs,1,21.14,2,3,1,0,0,0,.167,.167,.333,0.0,5.0,2.2,17.1,0.0,0.0,11.1,70,116,-14.2
20,J.Hardy,Dallas Mavericks,San Antonio Spurs,1,19.40,11,2,1,0,1,3,.799,.750,.833,4.3,0.0,2.4,14.1,0.0,4.9,17.7,129,114,0.4
