,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,M.Beasley,Detroit Pistons,Brooklyn Nets,0,32.57,23,5,2,2,0,4,.659,.647,.647,0.0,6.6,3.6,22.8,3.0,0.0,25.3,130,104,4.3
1,T.Harris,Detroit Pistons,Brooklyn Nets,0,25.52,9,5,3,0,2,1,.500,.500,.333,0.0,12.7,7.0,24.7,0.0,7.9,17.5,111,104,0.8
2,C.Cunningham,Detroit Pistons,Brooklyn Nets,0,23.25,13,5,5,1,0,0,.597,.600,.300,5.7,18.6,12.8,31.3,2.1,0.0,28.7,101,102,-4.7
3,T.Hardaway,Detroit Pistons,Brooklyn Nets,0,22.49,10,1,3,0,1,2,.644,.500,.667,0.0,14.3,7.9,5.2,0.0,4.5,19.3,107,106,-6.1
4,J.Duren,Detroit Pistons,Brooklyn Nets,0,21.38,8,3,9,2,2,0,.592,.600,.000,12.3,35.3,25.0,17.4,4.5,9.4,16.2,127,85,6.7
5,R.Holland,Detroit Pistons,Brooklyn Nets,0,27.54,8,3,5,0,0,0,.538,.571,.286,0.0,19.6,10.8,13.5,0.0,0.0,12.0,122,107,-5.7
6,S.Fontecchio,Detroit Pistons,Brooklyn Nets,0,23.41,17,2,5,1,0,3,.773,.773,.455,5.6,18.4,12.7,13.2,2.1,0.0,22.9,138,102,6.4
7,M.Sasser,Detroit Pistons,Brooklyn Nets,0,21.34,15,3,1,0,0,5,.833,.833,.778,6.2,0.0,2.8,19.7,0.0,0.0,20.9,147,113,5.0
8,I.Stewart,Detroit Pistons,Brooklyn Nets,0,20.09,6,2,4,2,4,0,.600,.600,.000,13.2,10.8,11.9,12.6,4.9,20.3,11.2,147,85,8.4
9,W.Moore,Detroit Pistons,Brooklyn Nets,0,6.30,2,1,0,0,0,0,.333,.333,.000,0.0,0.0,0.0,19.6,0.0,0.0,20.8,88,113,-11.9
10,P.Reed,Detroit Pistons,Brooklyn Nets,0,6.13,2,0,3,1,0,0,.500,.500,.000,0.0,52.6,29.0,0.0,7.9,0.0,21.8,59,78,-8.8
11,B.Klintman,Detroit Pistons,Brooklyn Nets,0,4.17,0,0,2,0,0,0,,,,0.0,50.9,28.0,0.0,0.0,0.0,0.0,0,97,-14.4
12,D.Jenkins,Detroit Pistons,Brooklyn Nets,0,3.01,0,0,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,44.9,0,113,-56.7
13,N.Clowney,Brooklyn Nets,Detroit Pistons,1,37.03,29,3,6,2,0,5,.640,.575,.550,0.0,21.6,9.7,18.2,2.7,0.0,27.8,125,115,7.4
14,T.Martin,Brooklyn Nets,Detroit Pistons,1,32.36,12,4,10,1,0,4,.466,.500,.750,6.7,32.7,18.4,21.7,1.5,0.0,22.5,81,116,-4.9
15,N.Claxton,Brooklyn Nets,Detroit Pistons,1,30.08,14,3,6,1,3,0,.589,.545,.091,7.2,17.7,11.9,20.4,1.6,9.8,17.2,133,110,1.9
16,Z.Williams,Brooklyn Nets,Detroit Pistons,1,27.47,11,3,5,1,0,1,.396,.346,.538,3.9,19.2,10.8,19.9,1.8,0.0,28.0,72,117,-14.0
17,K.Johnson,Brooklyn Nets,Detroit Pistons,1,27.43,10,3,1,1,0,2,.460,.400,.400,0.0,4.8,2.2,18.7,1.8,0.0,20.2,88,119,-9.0
18,J.Wilson,Brooklyn Nets,Detroit Pistons,1,31.38,7,2,2,1,0,1,.444,.357,.857,3.4,4.2,3.8,10.1,1.6,0.0,13.6,85,121,-9.0
19,T.Evbuomwan,Brooklyn Nets,Detroit Pistons,1,29.01,13,1,7,1,0,0,.707,.571,.143,11.3,18.4,14.5,6.3,1.7,0.0,15.3,141,118,-0.1
20,R.Beekman,Brooklyn Nets,Detroit Pistons,1,24.04,2,5,1,2,1,0,.167,.167,.000,0.0,5.5,2.5,32.2,4.1,4.1,12.7,65,111,-6.0
21,S.Gilgeous-Alexander,Oklahoma City Thunder,Cleveland Cavaliers,0,38.15,31,4,5,3,2,1,.539,.500,.222,3.4,12.2,8.0,15.8,3.7,4.6,38.3,98,122,-2.2
