,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,J.Morant,Memphis Grizzlies,Houston Rockets,0,37.08,29,4,3,4,0,4,.544,.542,.458,0.0,10.2,5.5,16.8,5.2,0.0,38.7,95,117,-1.7
1,D.Bane,Memphis Grizzlies,Houston Rockets,0,34.05,25,2,3,2,0,4,.873,.846,.385,4.3,7.4,6.0,8.7,2.8,0.0,21.7,148,123,9.6
2,J.Jackson,Memphis Grizzlies,Houston Rockets,0,30.05,17,3,2,3,1,1,.581,.542,.250,0.0,8.4,4.5,13.5,4.8,3.2,23.7,116,117,2.2
3,J.Wells,Memphis Grizzlies,Houston Rockets,0,30.02,14,0,0,2,0,3,.788,.813,.500,0.0,0.0,0.0,0.0,3.2,0.0,12.6,162,125,5.1
4,Z.Edey,Memphis Grizzlies,Houston Rockets,0,23.36,2,0,7,1,1,0,.250,.250,.500,6.2,32.1,20.1,0.0,2.0,4.1,10.9,47,114,-11.9
5,B.Clarke,Memphis Grizzlies,Houston Rockets,0,24.22,6,0,4,1,0,0,.510,.400,.000,11.9,10.4,11.1,0.0,2.0,0.0,12.1,108,124,-6.8
6,J.LaRavia,Memphis Grizzlies,Houston Rockets,0,21.02,12,0,7,2,0,2,.857,.857,.429,20.7,24.0,22.5,0.0,4.6,0.0,16.3,158,114,10.3
7,S.Aldama,Memphis Grizzlies,Houston Rockets,0,17.56,5,3,2,2,0,0,.425,.400,.400,0.0,14.1,7.5,20.3,5.3,0.0,14.0,117,115,4.0
8,S.Pippen,Memphis Grizzlies,Houston Rockets,0,11.26,4,1,2,0,0,0,.667,.667,.333,0.0,22.1,11.8,11.5,0.0,0.0,11.2,149,124,-3.4
9,L.Kennard,Memphis Grizzlies,Houston Rockets,0,10.18,4,2,1,0,0,0,.500,.500,.250,14.1,0.0,6.6,26.1,0.0,0.0,20.8,110,133,-3.2
10,A.Thompson,Houston Rockets,Memphis Grizzlies,1,41.09,19,4,13,2,5,1,.525,.500,.200,12.3,31.8,21.4,14.2,2.3,11.0,21.9,109,111,2.4
11,J.Green,Houston Rockets,Memphis Grizzlies,1,40.08,42,4,3,1,0,5,.919,.861,.333,0.0,10.9,5.1,18.8,1.2,0.0,26.3,168,124,14.0
12,D.Brooks,Houston Rockets,Memphis Grizzlies,1,39.04,9,2,5,4,0,2,.379,.364,.727,6.5,11.2,8.7,6.6,4.9,0.0,13.5,101,115,-4.5
13,F.VanVleet,Houston Rockets,Memphis Grizzlies,1,36.15,9,9,2,1,1,2,.666,.600,.600,0.0,8.0,3.7,31.1,1.3,2.5,9.9,144,122,0.9
14,A.Sengun,Houston Rockets,Memphis Grizzlies,1,32.14,17,5,8,3,1,0,.433,.412,.059,11.8,22.6,16.8,24.4,4.5,2.8,32.5,89,112,-8.2
