,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,S.Pippen,Memphis Grizzlies,Atlanta Hawks,0,32.40,22,9,5,2,0,3,.826,.875,.333,0.0,19.3,9.1,36.0,2.7,0.0,22.3,124,102,8.3
1,D.Bane,Memphis Grizzlies,Atlanta Hawks,0,26.57,23,8,5,4,0,4,.810,.750,.667,0.0,23.4,11.0,38.0,6.5,0.0,23.9,152,93,20.7
2,Z.Edey,Memphis Grizzlies,Atlanta Hawks,0,26.39,10,0,6,1,0,0,.672,.714,.000,0.0,28.4,13.3,0.0,1.6,0.0,14.1,91,103,-4.4
3,J.Wells,Memphis Grizzlies,Atlanta Hawks,0,25.43,13,2,3,2,0,1,.542,.542,.333,8.7,4.9,6.9,9.6,3.4,0.0,20.1,110,102,-0.4
4,J.Jackson,Memphis Grizzlies,Atlanta Hawks,0,25.15,13,1,5,1,1,1,.382,.382,.294,0.0,25.0,11.7,4.9,1.7,4.5,31.5,66,101,-15.4
5,J.LaRavia,Memphis Grizzlies,Atlanta Hawks,0,22.25,16,4,4,2,0,4,.800,.800,.500,14.9,5.6,10.6,23.1,3.9,0.0,21.3,139,101,14.1
6,S.Aldama,Memphis Grizzlies,Atlanta Hawks,0,20.56,10,4,6,0,0,2,.506,.444,.778,5.3,30.2,17.0,21.3,0.0,0.0,20.7,114,107,0.7
7,B.Clarke,Memphis Grizzlies,Atlanta Hawks,0,18.18,8,1,3,0,0,0,.571,.571,.000,12.2,6.9,9.7,6.6,0.0,0.0,17.4,112,110,-8.3
8,L.Kennard,Memphis Grizzlies,Atlanta Hawks,0,17.56,4,2,2,0,0,1,.450,.375,.750,0.0,14.1,6.6,11.3,0.0,0.0,12.1,93,109,-7.4
9,J.Konchar,Memphis Grizzlies,Atlanta Hawks,0,12.00,0,2,1,0,0,0,.000,.000,1.000,0.0,10.5,4.9,16.0,0.0,0.0,3.3,99,110,-3.1
10,M.Smart,Memphis Grizzlies,Atlanta Hawks,0,9.04,9,2,0,1,0,2,.827,.800,.800,0.0,0.0,0.0,31.0,4.8,0.0,23.9,168,100,20.4
11,C.Spencer,Memphis Grizzlies,Atlanta Hawks,0,2.07,0,0,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0,111,-33.8
12,J.Johnson,Atlanta Hawks,Memphis Grizzlies,1,33.01,13,8,11,2,0,1,.458,.375,.250,3.8,33.8,19.7,35.0,2.7,0.0,21.6,101,115,0.2
13,D.Daniels,Atlanta Hawks,Memphis Grizzlies,1,29.27,15,6,3,6,1,3,.833,.833,.556,4.3,7.6,6.0,33.5,9.0,2.9,19.7,109,102,13.1
14,Z.Risacher,Atlanta Hawks,Memphis Grizzlies,1,22.05,10,1,2,0,0,1,.571,.500,.429,5.7,5.1,5.4,6.7,0.0,0.0,18.4,110,125,-6.3
15,V.Krejci,Atlanta Hawks,Memphis Grizzlies,1,19.46,7,3,0,1,0,1,.717,.625,.750,0.0,0.0,0.0,21.3,2.2,0.0,14.5,113,120,-4.8
16,C.Capela,Atlanta Hawks,Memphis Grizzlies,1,18.40,8,0,8,0,2,0,.368,.400,.000,13.5,35.9,25.4,0.0,0.0,9.2,28.7,67,113,-13.7
17,B.Bogdanovic,Atlanta Hawks,Memphis Grizzlies,1,24.55,7,3,0,0,0,1,.595,.500,.800,0.0,0.0,0.0,16.4,0.0,0.0,14.8,90,126,-10.2
18,D.Hunter,Atlanta Hawks,Memphis Grizzlies,1,24.14,26,0,2,0,0,1,.761,.679,.357,0.0,9.2,4.9,0.0,0.0,0.0,31.0,140,124,2.9
19,L.Nance,Atlanta Hawks,Memphis Grizzlies,1,23.56,7,4,10,1,3,1,.394,.313,.750,5.3,42.0,24.8,22.9,1.8,10.7,20.6,81,107,-3.0
20,K.Wallace,Atlanta Hawks,Memphis Grizzlies,1,23.17,5,4,1,0,0,1,.625,.625,.750,0.0,4.8,2.5,23.6,0.0,0.0,12.5,88,125,-7.0
21,D.Roddy,Atlanta Hawks,Memphis Grizzlies,1,9.12,5,0,2,0,0,1,.833,.833,.667,0.0,24.3,12.9,0.0,0.0,0.0,18.1,96,122,-2.8
22,G.Mathews,Atlanta Hawks,Memphis Grizzlies,1,6.03,6,0,1,0,0,2,1.000,1.000,1.000,0.0,18.5,9.8,0.0,0.0,0.0,27.5,104,123,8.0
23,D.Barlow,Atlanta Hawks,Memphis Grizzlies,1,5.24,3,0,1,1,0,1,1.500,1.500,1.000,0.0,20.7,11.0,0.0,8.1,0.0,7.7,300,104,16.3
24,L.Markkanen,Utah Jazz,Brooklyn Nets,0,35.48,21,0,7,0,2,3,.480,.452,.619,6.1,13.1,9.9,0.0,0.0,5.0,27.5,98,99,-4.2
25,J.Collins,Utah Jazz,Brooklyn Nets,0,35.20,13,2,11,1,0,0,.416,.385,.231,6.2,24.0,15.7,7.9,1.4,0.0,25.2,74,94,-11.8
26,C.Sexton,Utah Jazz,Brooklyn Nets,0,32.32,18,5,2,4,0,2,.643,.643,.357,3.4,2.9,3.1,25.3,5.9,0.0,22.5,114,93,4.9
27,W.Kessler,Utah Jazz,Brooklyn Nets,0,20.51,5,2,7,1,4,0,.868,1.000,.000,10.5,22.6,17.0,12.7,2.3,17.1,10.1,118,84,4.2
28,S.Mykhailiuk,Utah Jazz,Brooklyn Nets,0,20.00,18,1,0,1,0,4,.818,.818,.727,0.0,0.0,0.0,9.9,2.4,0.0,28.0,122,102,9.8
29,J.Clarkson,Utah Jazz,Brooklyn Nets,0,30.56,16,8,3,1,0,2,.581,.583,.417,0.0,9.1,4.9,39.2,1.6,0.0,20.5,129,100,5.4
30,B.Sensabaugh,Utah Jazz,Brooklyn Nets,0,18.15,8,2,4,1,1,1,.474,.438,.500,6.0,15.5,11.1,15.9,2.6,4.9,19.9,115,92,4.6
31,I.Collier,Utah Jazz,Brooklyn Nets,0,16.13,0,2,4,0,1,0,.000,.000,.000,0.0,23.2,12.5,14.4,0.0,5.5,10.6,29,94,-13.2
32,J.Juzang,Utah Jazz,Brooklyn Nets,0,12.12,3,1,2,2,0,1,.500,.500,.667,0.0,15.4,8.3,10.6,7.9,0.0,10.6,117,83,7.3
33,D.Eubanks,Utah Jazz,Brooklyn Nets,0,9.08,0,0,3,0,0,0,.000,,,11.9,20.6,16.6,0.0,0.0,0.0,8.9,32,98,-16.6
34,M.Potter,Utah Jazz,Brooklyn Nets,0,8.45,3,2,2,0,0,1,1.500,1.500,1.000,12.5,10.8,11.5,30.9,0.0,0.0,4.9,261,103,17.3
35,C.Johnson,Brooklyn Nets,Utah Jazz,1,37.36,18,5,3,2,0,2,.567,.533,.600,0.0,8.7,4.0,22.0,2.6,0.0,23.6,89,106,-2.6
36,B.Simmons,Brooklyn Nets,Utah Jazz,1,29.19,15,10,6,2,0,0,.550,.455,.000,6.4,14.9,10.3,54.9,3.3,0.0,27.2,98,103,4.8
37,K.Johnson,Brooklyn Nets,Utah Jazz,1,29.12,8,1,8,1,0,0,.269,.214,.643,6.4,22.4,13.8,5.0,1.7,0.0,22.1,68,104,-12.7
38,N.Clowney,Brooklyn Nets,Utah Jazz,1,28.48,10,1,6,0,0,2,.500,.500,.600,9.8,11.4,10.5,5.3,0.0,0.0,14.1,120,111,-3.1
39,N.Claxton,Brooklyn Nets,Utah Jazz,1,25.41,10,0,5,2,2,0,.500,.500,.000,7.3,12.7,9.8,0.0,3.8,8.3,19.0,88,98,-1.7
40,S.Milton,Brooklyn Nets,Utah Jazz,1,25.34,11,2,2,1,0,1,.550,.550,.400,3.7,4.3,4.0,13.1,1.9,0.0,15.9,125,108,-1.4
41,J.Wilson,Brooklyn Nets,Utah Jazz,1,22.45,9,2,7,1,0,1,.455,.389,.556,4.1,28.8,15.5,13.3,2.1,0.0,21.2,91,103,-2.6
42,T.Martin,Brooklyn Nets,Utah Jazz,1,22.26,7,3,4,0,0,1,.389,.389,.778,8.4,9.7,9.0,20.3,0.0,0.0,16.3,107,112,-2.3
43,D.Sharpe,Brooklyn Nets,Utah Jazz,1,18.39,6,0,9,0,1,0,.500,.500,.000,15.1,35.1,24.4,0.0,0.0,5.7,13.1,120,103,-0.6
44,J.Tatum,Boston Celtics,Chicago Bulls,0,35.31,43,10,15,0,0,9,.864,.854,.625,2.7,36.4,19.9,51.2,0.0,0.0,33.0,156,96,28.7
45,J.Brown,Boston Celtics,Chicago Bulls,0,33.00,19,8,5,1,0,0,.455,.450,.250,5.8,8.4,7.1,33.3,1.4,0.0,28.2,111,102,0.9
46,K.Porzingis,Boston Celtics,Chicago Bulls,0,29.38,22,2,7,2,2,2,.656,.600,.400,3.2,18.7,11.1,9.2,3.2,5.7,24.3,138,90,9.4
