Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,J.Valanciunas u21.5 Pts+Rebs,JoeDellera,-125,1.0,J.Valanciunas,New Orleans Pelicans,Indiana Pacers,1.0,1.8,0.8,0.3833333333333333,0,0.4,0,0.6,1
2,J.Valanciunas u21.5 Pts+Rebs,SBK5065,-125,1.25,J.Valanciunas,New Orleans Pelicans,Indiana Pacers,1.0,2.25,1.0,0.3833333333333333,0,0.4,0,0.6,1
5,B.Lopez o1.5 3pt M,TheBMatt,-110,0.55,B.Lopez,Milwaukee Bucks,Chicago Bulls,0.0,1.05,0.5,0.4912280701754385,0,0.6,1,0.6,1
6,B.Lopez o1.5 3pt M,GDAWG5000,-110,0.55,B.Lopez,Milwaukee Bucks,Chicago Bulls,0.0,1.05,0.5,0.4912280701754385,0,0.6,1,0.6,1
8,N.Vucevic o1.5 3pt M,JoeDellera,135,1.0,N.Vucevic,Chicago Bulls,Milwaukee Bucks,1.0,2.35,1.35,0.3518518518518518,0,0.4,0,0.4,0
24,D.Fox o34.5 Pts+Rebs+Ast,gneiffer07,-109,1.09,D.Fox,Sacramento Kings,Minnesota Timberwolves,0.0,2.0900000000000003,1.0000000000000002,0.6274509803921569,1,1.0,1,0.6,1
7,G.Antetokounmpo u11.5 Rebs,SBK5065,100,0.5,G.Antetokounmpo,Milwaukee Bucks,Chicago Bulls,0.0,1.0,0.5,0.5517241379310345,1,0.6,1,0.6,1
10,M.Bridges o7.5 Rebs,GDAWG5000,105,0.5,M.Bridges,Charlotte Hornets,Philadelphia 76ers,0.0,1.025,0.5249999999999999,0.4583333333333333,0,0.8,1,0.6,1
11,M.Bridges o7.5 Rebs,TheBMatt,106,0.75,M.Bridges,Charlotte Hornets,Philadelphia 76ers,0.0,1.545,0.7949999999999999,0.4583333333333333,0,0.8,1,0.6,1
20,J.Tatum o8.5 Rebs,TheBMatt,-115,1.0,J.Tatum,Boston Celtics,Dallas Mavericks,1.0,1.869565217391304,0.8695652173913042,0.4363636363636363,0,0.4,0,0.5,0
21,J.Tatum o8.5 Rebs,JoeDellera,-115,1.0,J.Tatum,Boston Celtics,Dallas Mavericks,1.0,1.869565217391304,0.8695652173913042,0.4363636363636363,0,0.4,0,0.5,0
3,B.Ingram o21.5 Pts,GDAWG5000,-115,0.57,B.Ingram,New Orleans Pelicans,Indiana Pacers,1.0,1.0656521739130431,0.4956521739130434,0.5185185185185185,1,0.6,1,0.5,0
4,B.Portis o13.5 Pts,PropBetGuy,-120,1.2,B.Portis,Milwaukee Bucks,Chicago Bulls,0.0,2.2,1.0000000000000002,0.4,0,1.0,1,0.7,1
12,B.Hield o12.5 Pts,TheBMatt,-115,1.15,B.Hield,Philadelphia 76ers,Charlotte Hornets,1.0,2.1499999999999995,0.9999999999999996,0.75,1,0.6,1,0.75,1
13,B.Hield o12.5 Pts,JoeDellera,-115,1.0,B.Hield,Philadelphia 76ers,Charlotte Hornets,1.0,1.869565217391304,0.8695652173913042,0.75,1,0.6,1,0.75,1
15,S.Curry u29.5 Pts,SBK5065,-125,1.0,S.Curry,Golden State Warriors,Toronto Raptors,0.0,1.8,0.8,0.5636363636363636,1,0.6,1,0.5,0
17,J.Tatum o26.5 Pts,GoldBoys,-115,1.15,J.Tatum,Boston Celtics,Dallas Mavericks,1.0,2.1499999999999995,0.9999999999999996,0.4909090909090909,0,0.4,0,0.4,0
18,K.Irving o24.5 Pts,JoeDellera,-110,0.75,K.Irving,Dallas Mavericks,Boston Celtics,0.0,1.431818181818182,0.6818181818181819,0.5675675675675675,1,1.0,1,0.8,1
19,K.Irving o24.5 Pts,PropBetGuy,-110,1.1,K.Irving,Dallas Mavericks,Boston Celtics,0.0,2.1,1.0,0.5675675675675675,1,1.0,1,0.8,1
13,K.Towns o21.5 Pts,gneiffer07,-115,1.15,K.Towns,Minnesota Timberwolves,Sacramento Kings,1.0,2.1499999999999995,0.9999999999999996,0.5263157894736842,1,0.6,1,0.5,0
0,J.Alvarado u2.5 Ast,SBK5065,-145,1.0,J.Alvarado,New Orleans Pelicans,Indiana Pacers,1.0,1.6896551724137931,0.6896551724137931,0.6666666666666666,1,0.6,1,0.6,1
