,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
12,A.Thompson o7.5 Rebs,cowhitchurch,110,1.0,A.Thompson,Detroit Pistons,Chicago Bulls,1,2.1,1.1,0.5,0,0.5,0,0.5,0
13,J.Duren o10.5 Rebs,cowhitchurch,-130,1.0,J.Duren,Detroit Pistons,Chicago Bulls,1,1.7692307692307692,0.7692307692307692,1.0,1,1.0,1,1.0,1
14,J.Randle o7.5 Rebs,cowhitchurch,-125,0.5,J.Randle,New York Knicks,New Orleans Pelicans,0,0.9,0.4,1.0,1,1.0,1,1.0,1
15,J.Randle o7.5 Rebs,SBK5065,-125,0.5,J.Randle,New York Knicks,New Orleans Pelicans,0,0.9,0.4,1.0,1,1.0,1,1.0,1
22,J.Okogie o4.5 Rebs,kylemurray03,-125,1.0,J.Okogie,Phoenix Suns,Utah Jazz,1,1.8,0.8,1.0,1,1.0,1,1.0,1
27,R.Gobert o11.5 Rebs,JoeDellera,105,1.05,R.Gobert,Minnesota Timberwolves,Miami Heat,1,2.1525,1.1024999999999998,1.0,1,1.0,1,1.0,1
